synset_id	sense_id	sense_term	synset_id_no_pos
108862-N	108862-N-134919	воспаление	108862
9444-N	9444-N-119739	инъекция	9444
9444-N	9444-N-196640	вливание	9444
9444-N	9444-N-721315	введение раствор	9444
9444-N	9444-N-729787	инъекция лекарство	9444
9444-N	9444-N-742692	укольчик	9444
9444-N	9444-N-155881	укол	9444
109552-N	109552-N-157149	цинга	109552
9224-N	9224-N-691498	респираторный вирусный заболевание	9224
9224-N	9224-N-118404	острый респираторный заболевание	9224
9224-N	9224-N-691494	острый респираторный вирусный заболевание	9224
9224-N	9224-N-691495	респираторно-вирусный инфекция	9224
9224-N	9224-N-122124	острый респираторный инфекция	9224
9224-N	9224-N-691493	острый респираторный вирусный инфекция	9224
9224-N	9224-N-691496	острый инфекция дыхательный путь	9224
9224-N	9224-N-182511	острый инфекция верхний дыхательный путь	9224
9224-N	9224-N-182510	орви	9224
9224-N	9224-N-182509	орв	9224
9224-N	9224-N-122282	респираторно-вирусный заболевание	9224
9224-N	9224-N-691497	респираторный вирусный инфекция	9224
109003-N	109003-N-114936	ячмень	109003
109003-N	109003-N-206099	ячмень на глаз	109003
109003-N	109003-N-726491	глазной ячмень	109003
127566-N	127566-N-175295	паркинсонизм	127566
127566-N	127566-N-175294	болезнь паркинсон	127566
9456-N	9456-N-119713	гемофилия	9456
9456-N	9456-N-119818	несвертываемость кровь	9456
128285-N	128285-N-737718	провал в сознание	128285
128285-N	128285-N-176144	потеря сознание	128285
137887-N	137887-N-116629	простуда	137887
137887-N	137887-N-727605	губной герпес	137887
137887-N	137887-N-141561	лихорадка	137887
137887-N	137887-N-202773	лихорадка на губа	137887
137887-N	137887-N-202774	простуда на губа	137887
111615-N	111615-N-103678	заболевание	111615
9239-N	9239-N-118449	паротит	9239
9239-N	9239-N-118625	свинка	9239
8764-N	8764-N-116420	проказа	8764
8764-N	8764-N-119886	лепра	8764
137616-N	137616-N-201950	компьютерный томография	137616
