synset_id,sense_id,sense_term
6962-N,6962-N-116319,ДЕФЕКТ СЛУХ
6962-N,6962-N-118876,ГЛУХОТА
148428-N,148428-N-720374,НЕВНЯТНЫЙ РЕЧЬ
148428-N,148428-N-720373,НЕРАЗБОРЧИВЫЙ РЕЧЬ
138079-N,138079-N-697868,ФЕЙСЛИФТИНГ
138079-N,138079-N-203255,ПОДТЯЖКА ЛИЦО
114690-N,114690-N-151070,РАЗРЫВ
114690-N,114690-N-712774,ПРЕКРАЩЕНИЕ ОТНОШЕНИЕ
114690-N,114690-N-712766,РАЗРЫВ ОТНОШЕНИЕ
113568-N,113568-N-157498,ЧУМА
128564-N,128564-N-176825,ССАДИНА
133287-N,133287-N-187448,ПРЯМОЙ МАССАЖ СЕРДЦЕ
133287-N,133287-N-187447,МАССАЖ СЕРДЦЕ
9670-N,9670-N-120668,ГРИБКОВЫЙ ЗАБОЛЕВАНИЕ
9670-N,9670-N-678052,ГРИБКОВЫЙ ИНФЕКЦИЯ
9670-N,9670-N-120670,МИКОЗ
120045-N,120045-N-147317,ПОВРЕЖДЕНИЕ
106500-N,106500-N-750640,МЕСТО ПОВРЕЖДЕНИЕ
106500-N,106500-N-147317,ПОВРЕЖДЕНИЕ
111370-N,111370-N-754869,НАНЕСЕНИЕ ПОВРЕЖДЕНИЕ
111370-N,111370-N-147317,ПОВРЕЖДЕНИЕ
138129-N,138129-N-723521,РАСТЯЖЕНИЕ МЫШЦА
138129-N,138129-N-167519,РАСТЯЖЕНИЕ
138129-N,138129-N-730240,РАСТЯЖКА СВЯЗКА
138129-N,138129-N-730239,РАСТЯЖКА МЫШЦА
138129-N,138129-N-167520,РАСТЯЖКА
138129-N,138129-N-723520,РАСТЯЖЕНИЕ СВЯЗКА И МЫШЦА
138129-N,138129-N-721670,РАСТЯЖЕНИЕ СВЯЗКА
8509-N,8509-N-119867,ИШЕМИЯ
8509-N,8509-N-753541,ИШЕМИЧЕСКИЙ БОЛЕЗНЬ СЕРДЦЕ
8509-N,8509-N-115496,ИШЕМИЧЕСКИЙ БОЛЕЗНЬ
5802-N,5802-N-213471,ПРОБЛЕМА В РАЗВИТИЕ
5802-N,5802-N-213472,ОТКЛОНЕНИЕ В РАЗВИТИЕ
5802-N,5802-N-115581,НАРУШЕНИЕ УМСТВЕННЫЙ РАЗВИТИЕ
5802-N,5802-N-213470,НАРУШЕНИЕ ИНТЕЛЛЕКТУАЛЬНЫЙ РАЗВИТИЕ
5802-N,5802-N-108061,ОЛИГОФРЕНИЯ
5802-N,5802-N-213983,МАЛОУМИЕ
5802-N,5802-N-217540,УМСТВЕННЫЙ НЕПОЛНОЦЕННОСТЬ
5802-N,5802-N-201826,ИМБЕЦИЛЬНОСТЬ
5802-N,5802-N-113379,УМСТВЕННЫЙ ОТСТАЛОСТЬ
5802-N,5802-N-217552,ИДИОТИЯ
5802-N,5802-N-213982,ЗАДЕРЖКА УМСТВЕННЫЙ РАЗВИТИЕ
5802-N,5802-N-756031,ЗАДЕРЖКА В РАЗВИТИЕ
5802-N,5802-N-119859,ДЕБИЛЬНОСТЬ
123617-N,123617-N-166885,КОМПЛЕКС НЕПОЛНОЦЕННОСТЬ
123617-N,123617-N-744774,ОЩУЩЕНИЕ УЩЕРБНОСТЬ
123617-N,123617-N-744772,ЧУВСТВО УЩЕРБНОСТЬ
123617-N,123617-N-738073,УЩЕРБНОСТЬ
123617-N,123617-N-200179,ЗАКОМПЛЕКСОВАННОСТЬ
136900-N,136900-N-191197,ТРУЖЕНИЦА
136900-N,136900-N-113205,ТРУЖЕНИК
136900-N,136900-N-211543,ТРУДЯГА
136900-N,136900-N-739113,ТРУДОЛЮБИВЫЙ ЧЕЛОВЕК
136900-N,136900-N-198729,ТРУДОГОЛИК
136900-N,136900-N-207738,РАБОЧИЙ ЛОШАДКА
136900-N,136900-N-207402,РАБОТЯГА
126756-N,126756-N-669780,ВОСПАЛЕНИЕ МОЧЕВОЙ ПУЗЫРЬ
126756-N,126756-N-173227,ЦИСТИТ
9407-N,9407-N-119686,ГИПЕРТОНИЧЕСКИЙ БОЛЕЗНЬ
9407-N,9407-N-167620,АРТЕРИАЛЬНЫЙ ГИПЕРТЕНЗИЯ
9407-N,9407-N-122281,ГИПЕРТОНИЧЕСКИЙ КРИЗ
9407-N,9407-N-119856,ГИПЕРТОНИЯ
121449-N,121449-N-164342,ВОЗБУЖДЕННОСТЬ
121449-N,121449-N-170950,ВОСПАЛЕННОСТЬ
122204-N,122204-N-176425,ЗАМЕРЗАНИЕ
122204-N,122204-N-159557,ЗАСТЫВАНИЕ
122204-N,122204-N-198821,ПОДМЕРЗАНИЕ
119492-N,119492-N-159557,ЗАСТЫВАНИЕ
112815-N,112815-N-181032,ВЫСЕВАНИЕ
112815-N,112815-N-152726,СЕЯНИЕ
112815-N,112815-N-148438,ПОСЕВ
112815-N,112815-N-217121,ПОСАДКА СЕМЯ
112815-N,112815-N-138438,ЗАСЕИВАНИЕ
112815-N,112815-N-197624,ЗАСЕВАНИЕ
112815-N,112815-N-138433,ЗАСЕВ
112815-N,112815-N-196293,ВЫСЕИВАНИЕ
112815-N,112815-N-181033,ВЫСЕВ
148943-N,148943-N-148438,ПОСЕВ
148943-N,148943-N-723147,ПОСЕВ ИГРОК
128165-N,128165-N-196293,ВЫСЕИВАНИЕ
128165-N,128165-N-148438,ПОСЕВ
128165-N,128165-N-181033,ВЫСЕВ
128165-N,128165-N-181032,ВЫСЕВАНИЕ
128165-N,128165-N-708230,МИКРОБИОЛОГИЧЕСКИЙ ПОСЕВ
125041-N,125041-N-120980,МЕСТНЫЙ АНЕСТЕЗИЯ
125041-N,125041-N-165820,ЗАМОРАЖИВАНИЕ
125041-N,125041-N-120981,МЕСТНЫЙ ОБЕЗБОЛИВАНИЕ
125041-N,125041-N-120979,МЕСТНЫЙ АНЕСТЕТИКА
125041-N,125041-N-182719,ЗАМОРОЗКА
7609-N,7609-N-112472,ТАЙНЫЙ ХИЩЕНИЕ ЧУЖОЙ ИМУЩЕСТВО
7609-N,7609-N-198293,ОБКРАДЫВАНИЕ
7609-N,7609-N-711471,ПОДВОРОВЫВАНИЕ
7609-N,7609-N-686835,ОБВОРОВЫВАНИЕ
7609-N,7609-N-196183,ВЫКРАДЫВАНИЕ
7609-N,7609-N-102016,ВОРОВСТВО
7609-N,7609-N-105460,КРАЖА
7609-N,7609-N-147979,ПОКРАЖА
616-N,616-N-115737,НЕДОМОГАНИЕ
616-N,616-N-156837,ХВОРЬ
616-N,616-N-106281,МЕДИЦИНСКИЙ ПАТОЛОГИЯ
616-N,616-N-103680,ЗАБОЛЕВАНИЕ ЧЕЛОВЕК
616-N,616-N-107470,НЕДУГ
616-N,616-N-174280,НЕЗДОРОВЬЕ
616-N,616-N-737136,БОЛЯЧКА
616-N,616-N-103678,ЗАБОЛЕВАНИЕ
616-N,616-N-118922,ОБЩЕСОМАТИЧЕСКИЙ ЗАБОЛЕВАНИЕ
616-N,616-N-120458,ПАТОЛОГИЯ
616-N,616-N-156832,ХВОРОБА
616-N,616-N-101075,БОЛЕЗНЬ
616-N,616-N-156836,ХВОРОСТЬ
123362-N,123362-N-190954,РАУНД
123362-N,123362-N-119536,ТУР
143590-N,143590-N-119536,ТУР
143590-N,143590-N-676738,ТУРИСТИЧЕСКИЙ ПОЕЗДКА
143590-N,143590-N-676739,ТУРПОЕЗКА
111599-N,111599-N-189162,ПОЛЗАНИЕ
4277-N,4277-N-120817,ЛУЧЕВОЙ ТРАВМА
4277-N,4277-N-108266,ОСТРЫЙ ОБЛУЧЕНИЕ
4277-N,4277-N-106042,ЛУЧЕВОЙ БОЛЕЗНЬ
133362-N,133362-N-208205,НЕПОВИНОВЕНИЕ
133362-N,133362-N-187609,ОСЛУШАНИЕ
133362-N,133362-N-208204,НЕПОСЛУШАНИЕ
135768-N,135768-N-726166,НАВЯЗЧИВЫЙ СТРАХ
135768-N,135768-N-194693,ФОБИЯ
2913-N,2913-N-686550,ЖЕРТВА ПРЕСТУПНИК
2913-N,2913-N-103564,ЖЕРТВА ПРЕСТУПЛЕНИЕ
1054-N,1054-N-104372,ИНФЕКЦИОННЫЙ ЗАБОЛЕВАНИЕ
1054-N,1054-N-101345,КАРАНТИННЫЙ БОЛЕЗНЬ
1054-N,1054-N-124151,КАРАНТИННЫЙ ИНФЕКЦИЯ
1054-N,1054-N-121924,ЭПИДЕМИОЛОГИЧЕСКИЙ ЗАБОЛЕВАНИЕ
1054-N,1054-N-121927,ЭПИДЕМИЧЕСКИЙ ЗАБОЛЕВАНИЕ
1054-N,1054-N-138380,ЗАРАЗА
1054-N,1054-N-103858,ЗАРАЗНЫЙ БОЛЕЗНЬ
1054-N,1054-N-104374,ИНФЕКЦИЯ
1054-N,1054-N-120135,ЗАРАЗНЫЙ ЗАБОЛЕВАНИЕ
1054-N,1054-N-104371,ИНФЕКЦИОННЫЙ БОЛЕЗНЬ
146293-N,146293-N-704778,БОЛЕЗНЕТВОРНЫЙ ОРГАНИЗМ
146293-N,146293-N-705250,ВОЗБУДИТЕЛЬ ИНФЕКЦИЯ
146293-N,146293-N-101907,ВОЗБУДИТЕЛЬ ИНФЕКЦИОННЫЙ БОЛЕЗНЬ
146293-N,146293-N-138380,ЗАРАЗА
146293-N,146293-N-121018,ПАТОГЕННЫЙ МИКРООРГАНИЗМ
146293-N,146293-N-104374,ИНФЕКЦИЯ
146293-N,146293-N-121019,БОЛЕЗНЕТВОРНЫЙ МИКРООРГАНИЗМ
119048-N,119048-N-163310,ПРОСТРАННОСТЬ
119048-N,119048-N-158522,МНОГОСЛОВНОСТЬ
119048-N,119048-N-178094,МНОГОСЛОВИЕ
7391-N,7391-N-104370,ИНФАРКТ МИОКАРД
120759-N,120759-N-186319,НЕВНИМАНИЕ
120759-N,120759-N-162713,НЕВНИМАТЕЛЬНОСТЬ
120760-N,120760-N-728786,НЕВНИМАТЕЛЬНЫЙ ОБРАЩЕНИЕ
120760-N,120760-N-162713,НЕВНИМАТЕЛЬНОСТЬ
120760-N,120760-N-723678,НЕЧУТКОСТЬ
120760-N,120760-N-728785,НЕВНИМАТЕЛЬНЫЙ ОТНОШЕНИЕ
120760-N,120760-N-186319,НЕВНИМАНИЕ
110367-N,110367-N-196872,ДИАРЕЯ
110367-N,110367-N-736569,ЖИДКИЙ СТУЛ
110367-N,110367-N-148244,ПОНОС
110367-N,110367-N-722697,РАССТРОЙСТВО СТУЛ
152477-N,152477-N-722670,ПОТЕРЯ ВЕС
152477-N,152477-N-722672,СНИЖЕНИЕ ВЕС
152477-N,152477-N-741728,ПОТЕРЯ В ВЕС
152477-N,152477-N-741729,СНИЖЕНИЕ МАССА
131335-N,131335-N-182692,ЗАИКАНИЕ
3373-N,3373-N-123909,АЛКОГОЛИЗАЦИЯ
3373-N,3373-N-201197,АЛКОГОЛЬНЫЙ ЗАВИСИМОСТЬ
3373-N,3373-N-100380,АЛКОГОЛИЗМ
136103-N,136103-N-197100,СОДОМИЯ
136103-N,136103-N-195444,СКОТОЛОЖСТВО
136103-N,136103-N-671749,СКОТОЛОЖЕСТВО
136103-N,136103-N-195445,ЗООФИЛИЯ
136318-N,136318-N-187249,ГЕМОДИАЛИЗ
136318-N,136318-N-196875,ДИАЛИЗ
136318-N,136318-N-723375,ПОЧЕЧНЫЙ ГЕМОДИАЛИЗ
136318-N,136318-N-196876,ДИАЛИЗ ПОЧКА
136318-N,136318-N-196878,ПОЧЕЧНЫЙ ДИАЛИЗ
7394-N,7394-N-700683,ПОЛИАРТРИТ
7394-N,7394-N-100552,АРТРИТ
9337-N,9337-N-199564,ЗАБОЛЕВАНИЕ ЖЕЛУДОЧНО-КИШЕЧНЫЙ ТРАКТ
9337-N,9337-N-118923,ЖЕЛУДОЧНО-КИШЕЧНЫЙ ЗАБОЛЕВАНИЕ
9337-N,9337-N-209644,ЗАБОЛЕВАНИЕ ОРГАН ПИЩЕВАРЕНИЕ
9337-N,9337-N-182524,БОЛЕЗНЬ ОРГАН ПИЩЕВАРЕНИЕ
9337-N,9337-N-125007,ЖЕЛУДОЧНЫЙ ЗАБОЛЕВАНИЕ
9337-N,9337-N-140059,КИШЕЧНЫЙ ЗАБОЛЕВАНИЕ
9337-N,9337-N-182151,ОСТРЫЙ ЖИВОТ
118308-N,118308-N-753196,ПЛОХОЙ НАСТРОЕНИЕ
118308-N,118308-N-155717,УГРЮМОСТЬ
118308-N,118308-N-195728,В ВОДА ОПУЩЕННЫЙ
118308-N,118308-N-142545,МРАЧНОСТЬ
118308-N,118308-N-159127,ПАСМУРНОСТЬ
118308-N,118308-N-154554,СУМРАЧНОСТЬ
114870-N,114870-N-150283,ПРОСТУКИВАНИЕ
114870-N,114870-N-196330,ВЫСТУКИВАНИЕ
114870-N,114870-N-744711,ПЕРКУССИЯ
9612-N,9612-N-685011,ИСКУССТВЕННЫЙ ВЕНТИЛЯЦИЯ
9612-N,9612-N-685010,ИСКУССТВЕННЫЙ ВЕНТИЛЯЦИЯ ЛЕГКОЕ
9612-N,9612-N-120520,ИСКУССТВЕННЫЙ ДЫХАНИЕ
7390-N,7390-N-101079,БОЛЕЗНЬ СЕРДЦЕ
7390-N,7390-N-724936,КАРДИОЛОГИЧЕСКИЙ ЗАБОЛЕВАНИЕ
7390-N,7390-N-707709,ЗАБОЛЕВАНИЕ СЕРДЦЕ
7390-N,7390-N-709292,СЕРДЕЧНЫЙ БОЛЕЗНЬ
7390-N,7390-N-709293,СЕРДЕЧНЫЙ ЗАБОЛЕВАНИЕ
121429-N,121429-N-164293,ИЛЛЮЗИЯ
121429-N,121429-N-689903,ОБМАН ЧУВСТВО
121429-N,121429-N-701040,ОБМАН ВОСПРИЯТИЕ
121429-N,121429-N-701037,ИЛЛЮЗИЯ ВОСПРИЯТИЕ
146463-N,146463-N-164291,МИРАЖ
146463-N,146463-N-164293,ИЛЛЮЗИЯ
146463-N,146463-N-178864,ПРИЗРАК
107336-N,107336-N-746384,ЧУВСТВО УСТАЛОСТЬ
107336-N,107336-N-194175,УТОМЛЕННОСТЬ
107336-N,107336-N-156333,УТОМЛЕНИЕ
107336-N,107336-N-156230,УСТАЛОСТЬ
107336-N,107336-N-201372,УСТАЛЬ
2615-N,2615-N-112068,СТАРОСТЬ
2615-N,2615-N-211515,ПРЕКЛОННЫЙ ЛЕТА
2615-N,2615-N-109633,ПРЕКЛОННЫЙ ВОЗРАСТ
2615-N,2615-N-119295,ПРЕСТАРЕЛЫЙ ВОЗРАСТ
2615-N,2615-N-676754,СТАРЧЕСКИЙ ВОЗРАСТ
126555-N,126555-N-172847,КРИЗИС
126555-N,126555-N-723064,КРИЗИСНЫЙ СИТУАЦИЯ
126555-N,126555-N-748096,КРИЗИСНОСТЬ
126555-N,126555-N-175525,КОЛЛАПС
126555-N,126555-N-723063,КРИЗИСНЫЙ ЯВЛЕНИЕ
126555-N,126555-N-746921,ВОЛНА КРИЗИС
9856-N,9856-N-179028,ЭКГ
9856-N,9856-N-139796,КАРДИОГРАММА
9856-N,9856-N-121687,ЭЛЕКТРОКАРДИОГРАММА
9478-N,9478-N-119896,МИОМА
124639-N,124639-N-168897,РАССЛАБЛЕНИЕ
124639-N,124639-N-708004,РАССЛАБУХА
124639-N,124639-N-726199,РЕЛАКСАЦИЯ
137794-N,137794-N-202517,БОЛЬ В ГОЛОВА
137794-N,137794-N-202516,ГОЛОВНОЙ БОЛЬ
4521-N,4521-N-101283,ВАКЦИНОПРОФИЛАКТИКА
4521-N,4521-N-101280,ВАКЦИНАЦИЯ
4521-N,4521-N-179824,РЕВАКЦИНАЦИЯ
4521-N,4521-N-109737,ПРИВИВКА
4521-N,4521-N-110196,ПРОФИЛАКТИЧЕСКИЙ ПРИВИВКА
125707-N,125707-N-170851,ВОЛДЫРЬ
125707-N,125707-N-213294,ПУЗЫРЕК НА КОЖА
125707-N,125707-N-213293,ПУЗЫРЬ НА КОЖА
125707-N,125707-N-160993,ПУЗЫРЕК
125707-N,125707-N-160992,ПУЗЫРЬ
125707-N,125707-N-733194,ВОЛДЫРЬ НА КОЖА
137242-N,137242-N-160993,ПУЗЫРЕК
137242-N,137242-N-200627,СКЛЯНКА
120048-N,120048-N-160993,ПУЗЫРЕК
120048-N,120048-N-160992,ПУЗЫРЬ
7314-N,7314-N-111107,САМОУБИЙСТВО
7314-N,7314-N-762258,ДОБРОВОЛЬНЫЙ УХОД ИЗ ЖИЗНЬ
7314-N,7314-N-115566,СВЕСТИ СЧЕТ С ЖИЗНЬ
7314-N,7314-N-115386,СУИЦИД
119504-N,119504-N-167850,ГОЛОДАНИЕ
119504-N,119504-N-215540,ДЛИТЕЛЬНЫЙ НЕДОЕДАНИЕ
119504-N,119504-N-136180,ГОЛОД
119504-N,119504-N-677789,ГОЛОДУХА
123535-N,123535-N-136180,ГОЛОД
123535-N,123535-N-719954,ОСТРЫЙ НЕДОСТАТОК
123535-N,123535-N-133905,БРЕШЬ
123535-N,123535-N-134130,ВАКУУМ
123535-N,123535-N-719955,ОСТРЫЙ ДЕФИЦИТ
123535-N,123535-N-719893,НА ГОЛОДНЫЙ ПАЕК
123535-N,123535-N-172847,КРИЗИС
142050-N,142050-N-136180,ГОЛОД
142050-N,142050-N-215541,МАССОВЫЙ ГОЛОД
142050-N,142050-N-677789,ГОЛОДУХА
142050-N,142050-N-746696,ГОЛОДОМОР
142050-N,142050-N-215542,ГОЛОД НАСЕЛЕНИЕ
113147-N,113147-N-712441,ЧУВСТВО ГОЛОД
113147-N,113147-N-136180,ГОЛОД
113147-N,113147-N-744910,ЖЕЛАНИЕ ПОЕСТЬ
113147-N,113147-N-747569,ОЩУЩЕНИЕ ГОЛОД
113147-N,113147-N-744911,ПОТРЕБНОСТЬ В ЕДА
113147-N,113147-N-198228,ПУСТОЙ ЖЕЛУДОК
113147-N,113147-N-198227,ПУСТОТА В ЖЕЛУДОК
108868-N,108868-N-202041,БОРМОТАНИЕ
108868-N,108868-N-133818,БОРМОТАНЬЕ
119039-N,119039-N-159332,ОБРЫВОЧНОСТЬ
119039-N,119039-N-159977,БЕССВЯЗНОСТЬ
119039-N,119039-N-200027,НЕСВЯЗНОСТЬ
119039-N,119039-N-158507,ОТРЫВОЧНОСТЬ
113571-N,113571-N-134695,ВОДОЛЕЧЕНИЕ
113571-N,113571-N-167906,ГИДРОТЕРАПИЯ
137616-N,137616-N-201950,КОМПЬЮТЕРНЫЙ ТОМОГРАФИЯ
154946-N,154946-N-732928,РАССТРОЙСТВО СОН
154946-N,154946-N-735222,НАРУШЕНИЕ СОН
3214-N,3214-N-112140,СТОЛБНЯК
118531-N,118531-N-747765,СТУПОР
118531-N,118531-N-112140,СТОЛБНЯК
118531-N,118531-N-145937,ОЦЕПЕНЕНИЕ
118531-N,118531-N-164578,СТОЛБЕНЕНИЕ
8303-N,8303-N-108599,ЗАКЛЮЧЕНИЕ В ТЮРЬМА
8303-N,8303-N-670606,НАКАЗАНИЕ ТЮРЬМА
8303-N,8303-N-106531,ТЮРЕМНЫЙ ЗАКЛЮЧЕНИЕ
8303-N,8303-N-670607,НАКАЗАНИЕ В ТЮРЬМА
8303-N,8303-N-125457,ТЮРЕМНЫЙ СРОК
8303-N,8303-N-674341,ЗАКЛЮЧЕНИЕ В ТЮРЬМА
150035-N,150035-N-730046,СВИНОЙ ГРИПП
144833-N,144833-N-716081,НЕЙРОЦИРКУЛЯТОРНЫЙ ДИСТОНИЯ
144833-N,144833-N-119732,ДИСТОНИЯ
144833-N,144833-N-686857,ВЕГЕТО-СОСУДИСТЫЙ ДИСТОНИЯ
10199-N,10199-N-123831,БОЛЕЗНЬ ПЕЧЕНЬ
10199-N,10199-N-206195,ГЕПАТОПАТИЯ
10199-N,10199-N-123036,ЗАБОЛЕВАНИЕ ПЕЧЕНЬ
10199-N,10199-N-121352,ПЕЧЕНОЧНЫЙ НЕДОСТАТОЧНОСТЬ
129281-N,129281-N-217662,ТОКСЕМИЯ
129281-N,129281-N-116283,ТОКСИКОЗ
136951-N,136951-N-199195,ЭВТАНАЗИЯ
126756-N,126756-N-669780,ВОСПАЛЕНИЕ МОЧЕВОЙ ПУЗЫРЬ
126756-N,126756-N-173227,ЦИСТИТ
7466-N,7466-N-214557,СКАНИРОВАНИЕ ИЗОБРАЖЕНИЕ
7466-N,7466-N-671655,ОПТИЧЕСКИЙ СКАНИРОВАНИЕ
7466-N,7466-N-111548,СКАНИРОВАНИЕ
7466-N,7466-N-214558,СКАНИРОВАНИЕ ДОКУМЕНТ
120365-N,120365-N-161738,РАССЕЯННОСТЬ
136103-N,136103-N-197100,СОДОМИЯ
136103-N,136103-N-195444,СКОТОЛОЖСТВО
136103-N,136103-N-671749,СКОТОЛОЖЕСТВО
136103-N,136103-N-195445,ЗООФИЛИЯ
144856-N,144856-N-687139,КИСЛОРОДНЫЙ НЕДОСТАТОЧНОСТЬ
144856-N,144856-N-687137,ГИПОКСИЯ
144856-N,144856-N-687138,КИСЛОРОДНЫЙ ГОЛОДАНИЕ
9014-N,9014-N-143182,НАРЫВ
9014-N,9014-N-136121,ГНОЙНИК
9014-N,9014-N-117512,ГНОЙНЫЙ ВОСПАЛЕНИЕ
9014-N,9014-N-188170,ГНОЙНЫЙ ИНФЕКЦИЯ
9014-N,9014-N-119898,НАГНОЕНИЕ
9014-N,9014-N-117523,ГНОЙНО-СЕПТИЧЕСКИЙ ЗАБОЛЕВАНИЕ
129712-N,129712-N-179372,ВАРИКОЗ
129712-N,129712-N-179371,ВАРИКОЗНЫЙ РАСШИРЕНИЕ ВЕНА
129712-N,129712-N-179373,ВАРИКОЗ ВЕНА
113507-N,113507-N-156985,ХРАПЕНИЕ
113507-N,113507-N-156984,ХРАП
136570-N,136570-N-197101,ПЕДОФИЛИЯ
132281-N,132281-N-184746,ДИСБАКТЕРИОЗ
119457-N,119457-N-133591,БЕСЦВЕТНОСТЬ
119457-N,119457-N-133679,БЛЕДНОСТЬ
119457-N,119457-N-160410,БЛЕКЛОСТЬ
119457-N,119457-N-155488,ТУСКЛОСТЬ
152622-N,152622-N-133679,БЛЕДНОСТЬ
152622-N,152622-N-743145,БЛЕДНОСТЬ ЛИЦО
118231-N,118231-N-752678,НЕЯРКИЙ ЦВЕТ
118231-N,118231-N-133679,БЛЕДНОСТЬ
5801-N,5801-N-113380,УМСТВЕННЫЙ РАССТРОЙСТВО
5801-N,5801-N-122690,НАРУШЕНИЕ ПСИХИКА
5801-N,5801-N-118414,НАРУШЕНИЕ ИНТЕЛЛЕКТ
4036-N,4036-N-707350,КАНЦЕРОГЕННОСТЬ
4036-N,4036-N-104646,КАНЦЕРОГЕННЫЙ ВЕЩЕСТВО
4036-N,4036-N-104645,КАНЦЕРОГЕН
106927-N,106927-N-759076,СИЛЬНЫЙ ЖЕЛАНИЕ
106927-N,106927-N-138900,ЗУД
106927-N,106927-N-137496,ЖАЖДА
115599-N,115599-N-745127,ЗУД НА КОЖА
115599-N,115599-N-207704,ОЩУЩЕНИЕ ЗУД
115599-N,115599-N-138900,ЗУД
4845-N,4845-N-132880,АЛКОГОЛИЧКА
4845-N,4845-N-758342,ЗАБУЛДЫГА
4845-N,4845-N-685189,ПРОПОЙЦА
4845-N,4845-N-169280,АЛКАШ
4845-N,4845-N-194769,АЛКОНАВТ
4845-N,4845-N-191153,ПЬЯНЧУЖКА
4845-N,4845-N-176854,ПЬЯНЧУГА
4845-N,4845-N-715079,БОЛЬНОЙ АЛКОГОЛИЗМ
4845-N,4845-N-110309,ПЬЯНИЦА
4845-N,4845-N-191152,АЛКАШКА
4845-N,4845-N-715163,ЛИЦО С АЛКОГОЛЬНЫЙ ЗАВИСИМОСТЬ
4845-N,4845-N-100381,АЛКОГОЛИК
118985-N,118985-N-763206,АГРЕССИВНЫЙ СОСТОЯНИЕ
118985-N,118985-N-158376,АГРЕССИВНОСТЬ
118985-N,118985-N-100225,АГРЕССИЯ
1667-N,1667-N-209164,ВОЕННЫЙ ВТОРЖЕНИЕ
1667-N,1667-N-102006,ВООРУЖЕННЫЙ ИНТЕРВЕНЦИЯ
1667-N,1667-N-102009,ВООРУЖЕННЫЙ ВТОРЖЕНИЕ
1667-N,1667-N-102010,ВООРУЖЕННЫЙ НАПАДЕНИЕ
1667-N,1667-N-183605,ИНТЕРВЕНЦИЯ
1667-N,1667-N-211866,ВОЕННЫЙ ВМЕШАТЕЛЬСТВО
1667-N,1667-N-194081,ВОЕННЫЙ ИНТЕРВЕНЦИЯ
1667-N,1667-N-118602,ВОЕННЫЙ АГРЕССИЯ
1667-N,1667-N-100225,АГРЕССИЯ
1667-N,1667-N-102004,ВООРУЖЕННЫЙ АГРЕССИЯ
120443-N,120443-N-161916,БЕЗЫНИЦИАТИВНОСТЬ
115621-N,115621-N-157564,ШАТАНИЕ
154142-N,154142-N-754386,ПРАЗДНЫЙ ШАТАНИЕ
154142-N,154142-N-157564,ШАТАНИЕ
115620-N,115620-N-157564,ШАТАНИЕ
132718-N,132718-N-673154,МУРАШКА ПО КОЖА
132718-N,132718-N-185849,МУРАШКА
132718-N,132718-N-758891,БЕГАТЬ МУРАШКА
132718-N,132718-N-762347,МУРАШКИ ПОБЕЖАТЬ ПО КОЖА
132718-N,132718-N-758892,МУРАШКИ БЕГАТЬ
8094-N,8094-N-106114,МАЛОКРОВИЕ
8094-N,8094-N-100435,АНЕМИЯ
118438-N,118438-N-156045,УНЫНИЕ
118438-N,118438-N-721356,ЧУВСТВО УНЫНИЕ
118438-N,118438-N-759012,УПАДНИЧЕСКИЙ НАСТРОЕНИЕ
123908-N,123908-N-167488,ГАЛЛЮЦИНАЦИЯ
7782-N,7782-N-684524,ИСКУССТВЕННЫЙ ИНСЕМИНАЦИЯ
7782-N,7782-N-710870,ПРОБИРОЧНЫЙ ОПЛОДОТВОРЕНИЕ
7782-N,7782-N-684522,ЭКСТРАКОРПОРАЛЬНЫЙ ОПЛОДОТВОРЕНИЕ
7782-N,7782-N-116328,ТРАНСПЛАНТАЦИЯ ЭМБРИОН
7782-N,7782-N-684523,ПЕРЕНОС ЭМБРИОН В ПОЛОСТЬ МАТКА
7782-N,7782-N-104199,ИМПЛАНТАЦИЯ ЭМБРИОН
7782-N,7782-N-115752,ЗАЧАТИЕ В ПРОБИРКА
7782-N,7782-N-104453,ИСКУССТВЕННЫЙ ОПЛОДОТВОРЕНИЕ
7782-N,7782-N-710871,ОПЛОДОТВОРЕНИЕ В ПРОБИРКА
9767-N,9767-N-704546,РЕНТГЕНОВСКИЙ ПРОСВЕЧИВАНИЕ
9767-N,9767-N-704539,РЕНТГЕНОВСКИЙ ДИАГНОСТИКА
9767-N,9767-N-704547,РАДИОГРАФИЯ
9767-N,9767-N-191031,РЕНТГЕН
9767-N,9767-N-704542,РАДИОДИАГНОСТИКА
9767-N,9767-N-704543,РЕНТГЕНОГРАФИРОВАНИЕ
9767-N,9767-N-121423,РЕНТГЕНОГРАФИЯ
9767-N,9767-N-121422,РЕНТГЕНОДИАГНОСТИКА
9767-N,9767-N-704541,РЕНТГЕНОЛОГИЧЕСКИЙ ДИАГНОСТИКА
9767-N,9767-N-124282,РЕНТГЕНОЛОГИЧЕСКИЙ ИССЛЕДОВАНИЕ
9767-N,9767-N-121424,РЕНТГЕНОСКОПИЯ
9767-N,9767-N-704545,РАДИОГРАФИЧЕСКИЙ ИССЛЕДОВАНИЕ
9767-N,9767-N-121785,ЛУЧЕВОЙ ДИАГНОСТИКА
9767-N,9767-N-704544,РЕНТГЕНОСЪЕМКА
140261-N,140261-N-209360,КЛАУСТРОФОБИЯ
2852-N,2852-N-105836,ЛЕТАЛЬНЫЙ ИСХОД
2852-N,2852-N-111656,СМЕРТЬ
2852-N,2852-N-122448,СМЕРТНЫЙ СЛУЧАЙ
