sentences,EF,INF,ADR,DI,others,annotation,review_id,sentence_id,sent_start,sent_end
"После недельного приема дочурка легче стала оставаться в саду, и хоть мы все равно еще плачем там, процесс привыкания идет немного легче.",1,0,0,0,0,EF[1],252298,7,488,625
"Эффект наступил не сразу после начала приема данного препарата, однако спустя несколько дней я заметила, что стала более спокойно реагировать на стрессовые ситуации и что мой сон действительно улучшился, наконец-то я стала высыпаться и утром вставать отдохнувшей и полной сил.",1,0,0,0,0,EF[2],2662915,6,556,832
"Он мне раза три помог, а потом перестал помогать.",1,1,0,0,0,EF[1]|INF[7],609507,14,564,613
"Так вот матирующего эффекта я не заметила, и сам герпес у меня прошел примерно за неделю.",0,1,0,0,0,INF[1],2523468,3,381,470
Купи и начала пить.,0,0,0,0,0,NEUTRAL,609191,6,398,417
"Принимала даже несколько раз в день - раза 3, наверное, но с эмоциями лекарство помогало справляться.",1,0,0,0,0,EF[1],822352,8,522,623
Следующее узи показало полный порядок.,0,0,0,0,0,NEUTRAL,1740396,4,214,252
"Очень хорошее и действенное средство, когда нужно облегчить ноющую боль в сердце или успокоиться.",1,0,0,0,0,EF[1],2685800,2,38,135
"Справедливости ради могу сказать, что моему ребенку не помогали и противовирусные капли других производителей, хотя друзья их хвалили и читала про них много хвалебных отзывов.",0,1,0,0,0,INF[1],2384638,6,647,822
"Валерьяна мне не помогает, фенозепамом я не увлекаюсь, а вот безопасный глицин отлично помогает заснуть, при чем очень быстро.",1,1,0,0,0,EF[7]|INF[8],2445498,5,309,435
"Она эффективна если например в эпидемию посещать какие то людные места, в течении пару часов.",1,0,0,0,0,EF[2],2452343,11,620,713
"Температура сохраняется, сопли ручьем, горло режет ножами, голова раскалывается.",0,1,0,0,0,INF[1],942554,3,111,191
"Помогает при температуре, ознобе, кашле и насморке.",1,0,0,0,0,EF[4],2733509,6,250,301
Первым было Аллокин проколола 3 укола и на 6 месяцев про герпес забыла.,1,0,0,0,0,EF[1],2653511,2,72,143
Принимала Иммунал строго по инструкции 4 раза в день 3 недели.,0,0,0,0,0,NEUTRAL,592814,4,207,269
Хотя к гомеопатическим препаратам я в общем отношусь положительно.,0,0,0,0,0,NEUTRAL,2729929,9,578,644
"Очень хорошее средство на начальном этапе простуды поняла для себя, эффективный только на первых трех днях простуды, если болеет ребенок уже неделю то покупать смысла нет, уже не поможет.",1,1,0,0,0,EF[2]|INF[1],2665699,5,321,508
Назначен был курс уколов психиатром ребенку из-за моих жалоб на отсутствие речи у ребенка (3 года).,0,0,0,0,0,NEUTRAL,2424557,2,56,155
После одной дозы в 2.5 мл ребенок плакал -еле успокоила.,0,0,0,0,0,NEUTRAL,2541923,5,192,248
"Перепробовала некоторые, но от каких-то болит голова, от каких-то никакого эффекта.",0,1,0,0,0,INF[3],264987,3,237,320
"Решила купить, закапала в нос, вообще ни каких изменений, как заложенность была, так и осталась, да и на улучшения ни как ни по действовало.",0,1,0,0,0,INF[1],2419250,4,287,427
"На месяц мне хватило 2х упаковок, пусть он и дороже многих успокоительных средств, но эффект от него есть.",1,0,0,0,0,EF[2],2538754,5,315,421
"Какой-то он неэффективный оказался, хотя у моей дочки и не было от него побочных эффектов.",0,1,0,0,0,INF[4],2533836,10,708,798
"После применения донормила у мужа исчезли такие явления как чиханье, насморк, зуд кожи.",1,0,0,0,0,EF[1],942280,7,413,500
"Уже на второй день я заметила общее улучшения: прошел озноб, першение в горле, да и больному носу стало гораздо легче.",1,0,0,0,0,EF[3],2689273,5,356,474
"В целом, если хотите заснуть, то донор мил поможет, но последствия того не стоят!",1,0,0,0,0,EF[1],1097205,7,514,595
"Несколько таблеток оставалось в домашней аптечке, давала мужу когда он заболел.",0,0,0,0,0,NEUTRAL,2515768,10,607,686
Противопоказаний у меня не было.,0,0,0,0,0,NEUTRAL,609507,11,468,500
Хочу попробовать дать ребенку.,0,0,0,0,0,NEUTRAL,580741,10,556,586
"Мама попила лекарство 2 дня, улучшение конечно было, но так и пришлось идти ещё докупать.",1,0,0,0,0,EF[2],807999,5,307,396
"Я испытала и на себе, помогает.",1,0,0,0,0,EF[1],643275,11,556,587
"После первого раза подумала, совпадение, но когда это продолжалось по несколько раз и мы обходились лишь ""соплями"" или легким недомоганием 2-3 дня, то Афлубин стал для меня лучшим помощником в борьбе с простудой.",1,0,0,0,0,EF[2],2398170,4,335,547
Но на себе его действия я не обнаружила.,0,1,0,0,0,INF[1],902248,13,632,672
"Возможно он был нам назначен для того, что бы рука в дальнейшем не потеряла свою функциональность.",0,0,0,0,0,NEUTRAL,2543301,4,714,812
На мое раздраженное горло смородневый вкус как-то не очень повлиял.,0,1,0,0,0,INF[3],2733509,10,534,601
Эффект значительный - облегчение и быстрое исчезновение синдромов простуды.,1,0,0,0,0,EF[2],2510045,8,474,549
"Педиатр сразу выписывает анаферон пить, причем в первый день по аннотации надо выпить чуть ли не пачку анферона, принимая его каждый час, затем по таблетке три раза в день.",0,0,0,0,0,NEUTRAL,2541096,2,45,217
"Может быть кому то и понравился, помог препарат, утверждать и спорить не буду, но на моем примере оказался не эффективный.",0,1,0,0,0,INF[2],2419250,6,532,654
Стафилококк оказался при мне.,0,0,0,0,0,NEUTRAL,591856,16,682,711
"Для меня это лекарство оказалось абсолютно бесполезным, как мертвому припарка.",0,1,0,0,0,INF[2],2433935,3,260,338
"Вкус у него не очень горький, по сравнению с некоторыми лекарствами.",0,0,0,0,0,NEUTRAL,641480,6,275,343
Врач прописала моей дочке 4 лет принимать Циклоферон.,0,0,0,0,0,NEUTRAL,2706079,1,0,53
"Он улучшает память, повышает физическую и умственную способность.",1,0,0,0,0,EF[3],2397861,3,89,154
Как были проблемы со сном так и остались.,0,1,0,0,0,INF[1],2537351,5,394,435
"На утро была как огурчик, но ослаблена.",1,0,0,0,0,EF[1],874652,7,525,564
Пошла в аптеку и купила одно лекарство от всех моих недугов сразу - АНТИГРИППИН.,0,0,0,0,0,NEUTRAL,886201,2,46,126
"Прямым ходом в аптеку, дайте, мол, волшебных таблеток (и побольшееее).",0,0,0,0,0,NEUTRAL,2385506,4,184,254
"Заварив сее средство в теплой воде и сразу выпив, особого облегчения не почувствовала.",0,1,0,0,0,INF[3],899066,5,600,686
Я не заметила никакого эффекта после его применения.,0,1,0,0,0,INF[1],2532936,9,370,422
"Вылечился и остался доволен, мне вот не так сильно повезло.",1,0,0,0,0,EF[3],2515768,11,687,746
В общем думаю как аскорбинку можно принимать ради разнообразия,0,0,0,0,0,NEUTRAL,2684706,7,618,680
Он нормализует мозговое кровообращение.,1,0,0,0,0,EF[1],2445498,12,742,781
"Я очень боюсь сквозняков, в результате которых у меня очень часто появляется простуда на губах и глазах.",0,0,0,0,0,NEUTRAL,2412180,1,0,104
"Да, сонливость, вялость, апатия - все это было, но и расслабило нормально.",1,0,0,0,0,EF[2],2653333,3,123,197
подружка работает в аптеке и посоветовала Назоферон.,0,0,0,0,0,NEUTRAL,2542614,3,236,288
Как не странно простуда прошла.,1,0,0,0,0,EF[1],1400882,8,655,686
Данное лекарственное средство можно найти в любой аптеке по достаточно умеренной цене и вообще на здоровье не экономят.,0,0,0,0,0,NEUTRAL,2700724,6,440,559
Ну скажу так первые приемы давали неплохой эффект.,0,0,0,0,0,NEUTRAL,2457636,4,293,343
"Начала принимать по инструкции, но улучшения через сутки никакого не настало, стало только хуже.",0,1,0,0,0,INF[2],646265,6,454,550
Никакого положительного воздействия на детский организм во время ОРВИ не наблюдала.,0,1,0,0,0,INF[1],2662704,2,45,128
"Не знаю совпадение это или препарат помог, пока ребенок его принимал в течение месяца вообще не болел.",1,0,0,0,0,EF[2],656118,6,432,534
"действие правда через недельку видно, но нам понравилось!",1,0,0,0,0,EF[1],2542614,6,401,458
"Я уже точно знаю, что если успеть при первых признаках заболевания принять порошочек, то с большей вероятностью заболеть не получиться!",1,0,0,0,0,EF[1],916237,2,107,242
Время использования: 2 года,0,0,0,0,0,NEUTRAL,2514396,8,854,881
"Пропили курс, все советы педиатра выполняли (а они ой как любят всем подряд по любому случаю Анаферон выписывать), но результатов в итоге никаких не получили, не лучше, не хуже дитю не стало, как болела через каждые три недели, так и продолжала болеть.",0,1,0,0,0,INF[1],653736,2,221,473
Покупала старшей дочери в четвертом классе по рекомендации педиатра.,0,0,0,0,0,NEUTRAL,2537351,1,0,68
"Утром выпил-день свободен) Я могу сказать, что болезненное состояние прошло уже на 2 день (сегодня я выпила 2 таблетку).",1,0,0,0,0,EF[2],2424679,10,539,659
RATING 3 NOTE,0,0,0,0,0,NEUTRAL,591673,10,952,965
"К сожалению результата он не дал, через две недели мы заболели.",0,1,0,0,0,INF[1],217439,4,178,241
Постараюсь немного рассказать о данных таблетках.,0,0,0,0,0,NEUTRAL,2522797,2,13,62
"Общее впечатление : Помог с речью,но потом побочный эффект был!",1,0,0,0,0,EF[1],1111461,6,379,442
Наверно пошло привыкание к препарату и он мне перестал помогать.,0,1,0,0,0,INF[4],609507,16,660,724
сна не в одном глазу.,0,1,0,0,0,INF[2],929986,11,513,534
"Ни для профилактики ( после профилактического курса я заболела, да и ещё очень сильно), ни при последующем лечении.",0,0,1,0,0,ADR[2],2445928,8,422,537
"Цена на этот препарат совсем смешная, так что совсем не удивительно, что толку никакого от него нет Время использования: 2 недели",0,0,0,0,0,NEUTRAL,582797,3,267,396
"Я принимал в соответствии с инструкцией, но не помогло совершенно.",0,1,0,0,0,INF[1],2428403,3,153,219
"У нас в семье, он тоже не всем помогает.",1,1,0,0,0,EF[1]|INF[3],2700413,4,224,264
"А вот Ново-пассит в таблетках немного эффективнее, но сильно в сон клонит.",1,0,0,0,0,EF[2],792635,10,609,683
И никуда моя тревожность не исчезла.,0,1,0,0,0,INF[1],2403676,4,584,620
"В моем случае Пирацетам помог справиться при интенсивных умственных нагрузках, когда я решала свои жилищные вопросы, одновременно работая, ухаживая за малышом (2,5 года) и за лежачей свекровью.",1,0,0,0,0,EF[2],811769,5,395,588
"Пришел ребенок со школы с вирусными признаками, а вскоре и заболел, заразил и младшего, но позвольте, где же результат лечения и профилактики препаратом Анаферон?!",0,1,0,0,0,INF[2],655105,6,408,571
"Распыляется жидкость небольшими дозами, для взрослого требуется два нажатия, для ребенка одно.",0,0,0,0,0,NEUTRAL,2379159,6,528,622
"Препарат приятный на вкус, растворяешь в воде, выпиваешь, прячешься под одеяло и потеешь, выталкиваешь все микробы на поверхность))) Общее впечатление : Помагает снять симптомы ОРВИ RATING 4 NOTE",1,0,0,0,0,EF[2],656346,6,490,685
"Муж болеет орви, в аптеке купили ингавирин.",0,0,0,0,0,NEUTRAL,1325273,1,0,43
"Утром, что удивительно, я просыпалась не разбитая, а очень бодрая, отдохнувшая.",1,0,0,0,0,EF[4],616736,3,275,354
"Проветриваю комнату, немного прогуливаюсь перед сном и если плохо засыпаю, то принимаю снотворное, которое способствует хорошему сну.",1,0,0,0,0,EF[1],2661222,5,412,545
А вот Ново - пассит действительно успокаивающе действовал на мою нервную систему.,1,0,0,0,0,EF[1],2380047,14,811,892
"Вроди прекрасно, но через неделю опять рецидив.",0,1,0,0,0,INF[3],2734640,14,550,597
Лишь спустя время ребенок стал спокойнее.,1,0,0,0,0,EF[2],2387405,9,468,509
"Эффекта ноль, вообще не помог, не отечность, не насморк не снял.",0,1,0,0,0,INF[1],2390747,2,96,160
Эффекта ноль.,0,1,0,0,0,INF[1],2659756,3,163,176
"Я тоже пострадала от укусов комаров летом, тоже мазалась и тоже как чесалась так и чесалась.",0,1,0,0,0,INF[5],591900,6,506,598
Но ребенок хоть кушать стал и жизнерадостности прибавилось.,1,0,0,0,0,EF[2],2503811,11,545,604
Я мама двоих детей.,0,0,0,0,0,NEUTRAL,2398170,1,0,19
В общем сижу полный нос соплей в горле говня и смотрит на меня этот баллончик злощастный ( Общее впечатление : а меня не впечатлил,0,1,0,0,0,INF[2],265385,4,156,286
"Мне таблетки не подошли, они затуманивают рассудок, вызывают заторможенность, но с моей бессонницей они не справились.",0,1,0,0,0,INF[1],2459114,7,464,582
"Пили мы его 2 недели 1 раз в день, так сказала врач.",0,0,0,0,0,NEUTRAL,950111,5,253,305
Попала с дочей в больницу и только там начали их капать до этого не знала о них.,0,0,0,0,0,NEUTRAL,646909,1,0,80
И тогда встал вопрос о принятии успокоительного средства.,0,0,0,0,0,NEUTRAL,955050,5,221,278
"Честно говоря я против таблеток, еще и в таком количестве, и даже пить не стала сразу.",0,0,0,0,0,NEUTRAL,2653511,6,521,607
Отдаю уже второй раз предпочтение кагоцелу.,0,0,0,0,0,NEUTRAL,2695134,1,0,43
Снимает симптомы и борется с вирусами.,0,0,0,0,0,NEUTRAL,587207,2,58,96
"Может включалось мое подсознание, может самовнушение, но валериана помогала мне справляться эмоциями.",1,0,0,0,0,EF[1],2513399,8,461,562
"После принятия этого средства в течении полу часа проходит и головная боль и боль в горле, но через пару часов все возобновляется, плюс к этому под вечер прибавился еще и озноб.",1,1,0,0,0,INF[1]|EF[4]|INF[2],811884,4,230,407
"Мгновенно помогает: избавляет от симптомов (насморка, кашля, боли в горле...).",1,0,0,0,0,EF[1],271739,6,254,332
"Когда к третьему дню я уже с дивана встать не мог, мама сильно удивилась, что мне не легче.",0,1,0,0,0,INF[1],2388099,7,415,506
"Да-да, лучше именно на травках, потому как химические вещества могут вызвать зависимость.",0,0,0,0,0,NEUTRAL,817386,6,390,479
Дочери 3 года и 7 месяцев сыну.,0,0,0,0,0,NEUTRAL,824781,2,18,49
"Правда может показаться дороговатым, но за прекрасное действие можно и потратиться, особенно когда болеешь и хочется быть в строю как можно раньше.",1,0,0,0,0,EF[4],2663253,11,373,520
Но к счастью все прошло благополучно.,0,0,0,0,0,NEUTRAL,1086939,17,937,974
Ну и 3 месяца высыпаний не было.,1,0,0,0,0,EF[1],2734640,9,364,396
Орвирем нам помог уже несколько раз.,1,0,0,0,0,EF[1],603416,7,435,471
"После первого брызга произошло чудо-наши сопельки исчезли, я подумала-надо же, какой чудо спрей, за одно применение сопли прошли... НО не тут то было... после второго брызга и последующих сопли начали литься в двойном обьеме, я в шоке, вместо того чтоб сопли прошли они начали течь еще намного больше... Ерунда в общем дорогая, и бестолковая... Больше никогда не куплюэтот препарат.",0,1,0,0,0,INF[1],589250,4,421,803
На развитие речи результата так никакого и не было и нет (уже прошло 3 месяца после приема).,0,1,0,0,0,INF[2],2424525,7,859,951
"Пропив 5 упаковок это примерно 500-600 рублей пять лет назад, я как болела, так и продолжала болеть.",0,1,0,0,0,INF[3],592814,7,517,617
RATING 4 NOTE,0,0,0,0,0,NEUTRAL,878817,6,570,583
"Мне кажется, что он самый бесполезный из опробованных нами противовирусных препаратов (виферон, кипферон, эргоферон).",0,1,0,0,0,INF[2],2418485,7,503,620
"Мы пробовали, когда была просто аллергия на непонятный нам продукт - легче не стало.",0,1,0,0,0,INF[2],591900,3,207,291
"Пришла домой, быстренько растворила и выпила, на вкус приятный, если вам немного кисловато можно добавить немного сахара или варенья, у меня так муж его пьет!",0,0,0,0,0,NEUTRAL,916237,3,243,401
И как и ожидалось толку от него ни какого.,0,1,0,0,0,INF[1],2533930,4,189,231
Вот и я столкнулась с данной ситуацией.,0,0,0,0,0,NEUTRAL,2540419,2,113,152
Общее впечатление : облегчает симптомы на ранней стадии заболевания RATING 4 NOTE,1,0,0,0,0,EF[1],894297,9,705,786
"Снотворным Рубикон ""Меласон"" я пользуюсь в то время, когда бывают трудные, напряженные дни и бывает порой такое, что трудно заснуть по ночам.",0,0,0,0,0,NEUTRAL,2661222,1,0,141
"Много раз меня выручал во время командировок, когда на болезнь абсолютно нет времени, и каждый рабочий день на счету.",0,0,0,0,0,NEUTRAL,2379731,2,171,288
"Он сказал, что ничего серьезного, однако наблюдается (в некоторой степени) истощение нервной системы и нужно немного поберечь нервы.",0,0,0,0,0,NEUTRAL,2662915,3,124,256
"Отзыв о таблетках Gedeon Richter ""Гроприносин"".",0,0,0,0,0,NEUTRAL,2525665,1,0,47
Эффекта если честно не вижу.,0,1,0,0,0,INF[1],2710914,3,132,160
"Улучшая его деятельность, способствует улучшению памяти, что в свою очередь облегчает процесс обучения.",0,0,0,0,0,NEUTRAL,811769,2,101,204
"""Альтабор"" я стала использовать при простуде постоянно и вот мои наблюдения: - действует медленно, то есть, тем людям, которые ходят на работу и требуют быстрого обесболивающего эффекта, такой препарат не подойдет; - говоря об обесболивании - в этом плане препарат не работает практически никак - только постепенное лечение; - состав, безусловно, порадовал - на травах и только скрепляющие компоненты, что крайне подходит для лечения; Общее лечение длится до 5 дней - за это время боль в горле проходит полностью и воспаление тоже.",1,1,0,0,0,INF[2]|EF[1],2492997,3,177,708
Ничуть он не помогал.,0,1,0,0,0,INF[1],934850,4,195,216
"Но пропив курс таблеток ""Тенотен"" я стала намного спокойнее.",1,0,0,0,0,EF[1],1049528,3,205,265
"Общее впечатление : Амиксин дорогое, неэффективное средство с эффективным побочным действием",0,1,0,0,0,INF[1],895731,6,275,367
С ее помощью насморк быстрее проходит.,1,0,0,0,0,EF[1],2670520,8,689,727
В нашем случае оказался сильный ринит.,0,0,0,0,0,NEUTRAL,217439,9,535,573
"Лекарственный препарат UPSA ""Фервекс"" для детей- отличный препарат понижающий температуру за короткое время.",1,0,0,0,0,EF[1],2700724,3,168,276
В результае вылечили ребенку сильную заложенность носа синупретом и пришлось антибиотик давать т. к. насморк оказался бактериальный.,1,0,0,0,0,EF[1],2527424,3,236,368
Распылитель работает хорошо.,0,0,0,0,0,NEUTRAL,2695437,5,496,524
"И как я удивилась когда на четвертый день малыш перестал кашлять, а на пятый мы пошли к врачу и нам сказали, что он здоров.",1,0,0,0,0,EF[1],610701,13,495,618
Мы пропили курс 2 недели и через неделю после прекращения приема заболели снова.,0,1,0,0,0,INF[2],950111,9,561,641
"Думаю, что препарат хорош для взрослых с крепкой сердечно-сосудистой системой, легко переносящих высокую температуру.",1,0,0,0,0,EF[1],2414358,7,493,610
Хорошее средство-рекомендую!,1,0,0,0,0,EF[2],598445,6,646,674
"И каково было мое разочарование, когда лечила я герпес около 10 дней.",0,1,0,0,0,INF[2],2537356,5,433,502
Мы оказались тоже в числе тех кому назначали.,0,0,0,0,0,NEUTRAL,655105,4,267,312
Помогло наконец.,1,0,0,0,0,EF[2],2540419,4,268,284
"Сам сиропчик приятный на вкус, но как по мне немного сладковат, давала я его малышу с помощью шприца (без иголки) ему так было интересней, чем с обычной ложечкой).",0,0,0,0,0,NEUTRAL,2414724,2,114,277
Время использования: 2 месяца,0,0,0,0,0,NEUTRAL,2460834,10,890,919
"Говорят, что внушение - уже полдела, но здесь ничего, может для моего организма что-то не подходит, или я не на ту подушку ложилась?",0,0,0,0,0,NEUTRAL,2427129,6,676,808
Кстати таблетки помогли несколько уменьшить симптомы болезни.,1,0,0,0,0,EF[1],2732826,6,363,424
"Нашей дочке препарат не подошел, побочка оказалась сильновыраженной.",0,1,0,0,0,INF[1],2706058,7,370,438
"Эта мазь нам всегда помогала, поэтому она всегда в моей сумочке.",1,0,0,0,0,EF[1],2390194,8,581,645
"Кстати, моя родственница делала акцент, что ей препарат помогает сохранить четкость мышления, реально улучшает память.",1,0,0,0,0,EF[1],2534526,5,262,380
"Что я увидела уже, это то что дочка стала лучше спать, нет криков сквозь сон, вечных расставаний в туалет и т. д В упаковке находится 15 пакетиков.",1,0,0,0,0,EF[2],2397861,7,348,495
"Ни разу ни мне, ни моей семье флюколд конкретно не помог снять первые симптомы гриппа или простуды.",0,1,0,0,0,INF[1],2395998,4,412,511
"Удручен настолько, что решил вот даже написать комментарий, потому что между помогает медленно и не помогает вообще – пропасть, включившая в себя испорченные выходные, в которые я планировал никак не валяться, обсиженным вирусами, а вовсе даже прекрасно проводить время.",0,1,0,0,0,INF[2],2385506,7,475,745
"Покраснение спадает, неприятные ощущения проходят, даже при фарингите и ангине.",1,0,0,0,0,EF[2],2522797,8,492,571
"Не раз эта мазь выручала в такие периоды, ну и конечно же во время простуды помогалаостановить течение заболевания и распространение инфекции, что для меня, как для человека со слабым иммунитетом, особенно важно.",1,0,0,0,0,EF[1],910656,3,241,453
"Через 15 минут мне становится намного легче, избавляет от температуры, нос дышит, это длится до 3 часов у меня, с простым Фармацитроном(температуру очень тяжело сбить).",1,0,0,0,0,EF[1],2489974,8,421,589
"После приёма препарата Лавомакс, появилась страшная сыпь по всему телу в виде мелких водяных болячек, красного цвета, по виду похожая на герпес, которая пять дней не СХОДИЛА и сильно чесалась, зудела и доставляла очень неприятные ощущения, а так же по всему лицу эта сыпь в большом количестве ВЫСЫПАЛО и оставила шрамы .",0,0,0,0,0,NEUTRAL,2818054,1,0,320
"Снимает страх, тревожность, улучшает сон - проверено на своём ребенке.",1,0,0,0,0,EF[1],2397861,4,155,225
"Про болели целый год, на второй год опять тоже самое, поняли нужно иммунустимулирующая терапия.",0,0,0,0,0,NEUTRAL,2546207,2,88,183
Парацетомол помогал на час и очень долго ждала его действия.,0,1,0,0,0,INF[2],901487,2,103,163
"Ему он помогает очень быстро даже при запоздалом лечении, так как муж затягивает с лечением очень часто.",1,0,0,0,0,EF[1],2457936,7,339,443
"Такое разрекламированное в последние годы средство ""Амизон"", а вот толку от него совершенно никакого.",0,0,0,0,0,NEUTRAL,936675,1,0,101
"Так же это цена, один пакетик сейчас стоит 8-9 гривен.",0,0,0,0,0,NEUTRAL,902248,7,367,421
"По рекомендации педиатра, стала мазать ребенку носик перед тем как выйти на улицу или перед походами в детский сад с целью профилактики вирусной инфекции и гриппа.",0,0,0,0,0,NEUTRAL,2686291,1,0,163
"Особенно эффект ощутим непосредственно после приёма лекарства, голова проходила, а нос начинал дышать.",1,0,0,0,0,EF[3],807999,7,446,548
"Мне как-то доводилось принимать Барбовал - это хорошее успокаивающее, которое при депрессивном состоянии, при психических растройствах успокаивает человека и востанавливает его в нормальное состояние.",1,0,0,0,0,EF[1],880939,1,0,200
"Конечно, может нужно его использовать в комплексе с внутренними препаратами, но как отдельное средство он нам не помог.",0,1,0,0,0,INF[3],591900,5,386,505
Покупать - Нет!,0,0,0,0,0,NEUTRAL,755139,10,814,829
"Толком не расслабляет, сплю плохо, но при этом появилась дикая раздражительность, агрессия, и такое чувство, как будто я выпил несколько банок энергетика и меня ""прет"", то есть чрезмерная активность, раздражает каждый звук.",0,1,0,0,0,INF[3],2653333,5,336,559
"Общее самочувствие лучше, но заложенность носа остается.",1,0,0,0,0,EF[1],618939,9,320,376
Общее впечатление : Результат хороший при комплексном лечении.,1,0,0,0,0,EF[3],591673,9,889,951
"Сама бы я ему эту разрекламированную пустышку никогда не дала, но не догадалась спросить, чем именно его лечат, когда сообщил, что простыл, понадеялась на квалифицированный персонал, а зря.",0,1,0,0,0,INF[1],2460904,2,108,297
"Но вот что удивительно: пил я пил его, а вирусы как гостили в моем организме, так и никуда не делись.",0,1,0,0,0,INF[1],2404082,9,383,484
"Я конечно, понимаю, что любое средство поможет за 7 дней.",0,0,0,0,0,NEUTRAL,2663253,3,80,137
"Принимаю его уже несколько дней, но ни каких сдвигов не обнаружила.",0,1,0,0,0,INF[3],811884,3,162,229
"непроизвольно, процесс засыпания с лекарством, то уснуть не смогу вообще!",0,1,0,0,0,INF[1],978728,3,230,303
Еще для пущего эффекта с утра выпил еще порцию и с чувством бодрости пошел на работу.,1,0,0,0,0,EF[1],885375,10,605,690
Вывод: нам этот сироп не помог к сожалению.,0,1,0,0,0,INF[1],950111,10,642,685
"Вообще и себе и мужу при гриппе на начальной стадии всегда покупаю шипучие таблетки, и ребенку тоже они помогают.",1,0,0,0,0,EF[3],273111,3,181,294
Нос не пробивает абсолютно !!!,0,1,0,0,0,INF[1],265385,2,40,70
"Теперь это псевдолекарство обхожу стороной, толку ноль от него.",0,1,0,0,0,INF[2],2428403,5,298,361
"Спала крепко всю ночь, не просыпаясь.",1,0,0,0,0,EF[2],747352,4,220,257
Сосуды совсем не сужает!!,0,1,0,0,0,INF[2],2461263,2,91,116
Принимала по инструкции и уже в конце рабочего дня почувствовала себя хорошо.,1,0,0,0,0,EF[1],24065,6,413,490
"Общее впечатление : Стоит дорого, в первый раз помог, а во второй - нет.",1,1,0,0,0,INF[5]|EF[1],886333,14,671,743
Помог ли от бессоницы - Нет!,0,1,0,0,0,INF[1],755139,9,785,813
"Также они очень хорошо помогают моей маме, ее работа связана общением с людьми, и не всегда люди бывают адекватные, чтобы не срываться, она принимает эти таблетки.",1,0,0,0,0,EF[3],1049528,4,266,429
"Вот я и прикупила себе настоечку валерианки, она мне очень помогает.",1,0,0,0,0,EF[1],2665872,5,459,527
"К сожалению хочу сказать, что при действительно серьезных проблемах с нервной системой она оказалась бесполезной, все равно что ""мертвому припарка"".",0,1,0,0,0,INF[2],2491250,5,355,503
Время использования: месяц,0,0,0,0,0,NEUTRAL,2463217,8,752,778
"После прочтения отзывов ожидала от нашего курса лечения большего в плане развития речи, но вполне возможно стоит еще немного подождать Общее впечатление : Ожидала большего RATING 3 NOTE",0,0,0,0,0,NEUTRAL,609740,7,531,716
"Это средство однозначно мне подходит, но всё сугубо индивидуально.",1,0,0,0,0,EF[2],264987,12,884,950
"Или у ребенка иммунитет такой хороший, или все же это гриппферон помог, и сын не заразился от нас, хотя я с ним постоянно контактировала.",1,0,0,0,0,EF[1],591905,4,167,304
Она не помогает.,0,1,0,0,0,INF[1],2723162,8,352,368
"2 дня температурный ад держался, на 3й день 37,4, потом 37, потом спала температура и началась интоксикация жуткая!",1,1,0,0,0,EF[3]|INF[1],901487,5,325,440
"Знаю, что его надо длительно принимать и все равно - мне не помогло.",0,1,0,0,0,INF[2],64509,5,383,451
"Приходится сначала немножко согревать свечку в руке, чтобы она чуть чуть подтаяла, и только тогда ставить.",0,0,0,0,0,NEUTRAL,2432421,7,555,661
"В результате понял, что это не медикаментозный препарат, а банальная биодобавка, от которой толку как с козла молока :) Понял это по НУЛЕВОМУ результату лечения.",0,1,0,0,0,INF[1],579743,4,142,303
И в процессе лечения тоже не помог.,0,1,0,0,0,INF[1],240878,8,408,443
Хорошо помогает при первых симптомах простуды и гриппа.,0,0,0,0,0,NEUTRAL,2420568,1,0,55
"Очень удобно в нос занусешь хорошо вдохнешь, продерет до самых мозгов.",0,0,0,0,0,NEUTRAL,893239,4,152,222
"На протяжении трех дней мне стало заметно легче, но простудные признаки не отсупали.",1,0,0,0,0,EF[1],2673128,6,487,571
"Справляется с симптомами быстро, эффективно.",1,0,0,0,0,EF[1],1031967,2,50,94
Хороший препарат и главное что помогает.,1,0,0,0,0,EF[1],2438938,8,548,588
"В итоге зрение перестало ухудшаться, сейчас заметны улучшения.",1,0,0,0,0,EF[3],2436921,3,114,176
"Вот так в нашем случае применение Анаферона оказалось абсолютно безрезультатным, а я надеялась, что ребенок может болеть меньше будет или хотя бы в более легкой форме переносить, но увы, чудо не произошло.",0,1,0,0,0,INF[2],653736,5,787,992
"Но к сожалению эффект мы оценить так и не смогли, зато описанные в инструкции побочные эффекты проявились в первый же вечер - появилась аллергические высыпания на коже, которые мы лечили 2 недели антигистаминными препаратами.",0,1,0,0,0,INF[1],1058674,4,378,603
"Нужно использовать комплексное лечение, прогревание и принимать лекарства от кашля и насморка отдельно.",0,0,0,0,0,NEUTRAL,2657172,4,387,490
Поэтому я и вам тоже не советую его.,0,1,0,0,0,INF[2],2533836,9,671,707
Время использования: 1 день,0,0,0,0,0,NEUTRAL,1058674,8,919,946
Если вам и Ацикловир помогает.,1,0,0,0,0,EF[6],609507,21,895,925
"Но если грипп перерос уже в кашель, спустился в бронхи - АнтиГриппин не помогает к сожалению.",0,1,0,0,0,INF[4],273111,5,408,501
"Да и бог с ценой, но ведь часто он вообще не помогает.",0,1,0,0,0,INF[4],886333,12,522,576
