sentences,EF,INF,ADR,DI,Finding
"now live w/myalgia,periphael neuropathy,tinninitus and rheumatoid arthritis.",0,0,1,0,0
"I finally have been reduced to 20mg again, but still having all the aches, but i am now back with my wife, and have apologies for all of my drug reactions towards her.",0,0,1,0,0
"AFTER SEEING SO MUCH ABOUT THIS DRUG IN PERIODICALS AND SUCH, I WILL JUST HAVE TO TAKE MY CHANCES ON HEALTHY DIET; MY CHOLESTEROL IS MOSTLY GENETIC SO I AM STUCK UNTIL THEY COME OUT WITH A DRUG THAT DOES NOT CAUSE JOINT PAIN.",0,0,1,0,0
"Elevated white blood cell count (very high), but liver emzymes were normal.",0,0,1,0,0
"That was about a year ago and I am still having severe pain and weakness in my muscles, especially the legs.",0,0,1,0,0
The worst of all the side effects is the horrible pain in my feet ( I have professionally prescribed orthotics in my shoes at all times).,0,0,1,0,0
However I do believe that any Doctor prescribing Lipitor should make it abundantly clear to the patient that very serious consequences could ensue that would cause extreme pain and could effect quality of life.,0,0,1,0,0
It can damage your heart and keep you short of breath and constantly weak.,0,0,1,0,0
My vision is so blurry it feels like I need glasses.,0,0,1,0,0
Ребенок не узнавал лица.,0,0,1,0,0
"Stomach cramps, gassy most of the day.",0,0,1,0,0
veneer of sadness.,0,0,1,0,0
Will die on this medication - all my symptons on your site - hubby will get off as well (he's having eye problems).,0,0,1,0,0
My dr. said diastolic dysfunction can come from age.,0,0,1,0,0
А также барбовал провоцирует нарушения женского здоровья.,0,0,1,0,0
neck pain/back spasms/foggy thinking/insomnia.,0,0,1,0,0
"however when i stopped, i was in a great deal more pain the following day.",0,0,0,0,0
"Legs and toes were numb (worse in left), weak, back pain and calves hurt terribly.",0,0,1,0,0
Mild muscle pain and burning.,0,0,1,0,0
"Младший в 3 месяца переболел бронхитом, боюсь рецидива, стараюсь уберечь его всеми способами.",0,0,0,1,0
"После того как с впрыснул это чудо средство - произошло действительно чудо только со знаком минус - из носа полилось как из ведра, а еще заболел живот.",0,0,1,0,0
Но ребенок хоть кушать стал и жизнерадостности прибавилось.,1,0,0,1,0
But after one (1) month my resting pulse had jumped to about 120 and the dizziness has become both more frequent and more pronounced.,0,0,1,0,0
At the time I attributed it to male menopause-being around 54.,0,0,0,0,1
I have terrible constipation and have been having bad muscle pains.,0,0,1,0,0
It helped to relieve the pain.,0,0,0,0,0
"Took 10 mg. for two years with no problems, then started to have burning,numb feet in toe area - both feet.",0,0,1,0,0
I still have some form of pain daily.,0,0,1,0,0
I've been having muscle fatigue/soreness in my forearms for about a week and now have sore cheek muscles in my face.,0,0,1,0,0
"Muscle Fatigue, Memory Loss, Cramping, Cold Extremities, Shortness of Breath, General Fatigue, Joint and Muscle Pain, Inability to Sleep and induced Depression.",0,0,1,0,0
Iwas changed to 10Mg and added tricor 145 Mg because of high ldl.,0,0,0,1,0
I only used it 3X but developed kidney pain each time and elevated BP.,0,0,1,0,0
diziness.,0,0,1,0,0
"It really helped lower my cholesterol, but have to wonder what it was doing to me to make me so tired.",0,0,1,0,0
"Я вначале грешила на сироп от кашля, но отменив сыпь не прошла, а становилась больше.",0,0,1,0,1
Also I suffer badly from muscle pain from my neck & shoulders to my lower back.,0,0,1,0,0
Deeper muscle twitches on thighs and occasionally arms sides butt.,0,0,1,0,0
"My Dr took x-rays for pneumonia and sinus infection, Came back clear.",0,0,0,0,1
"Other than the cramps I also have fatigue, muscle twitching, foot pain (10 x-rays), and numbness and tingling in the hands and arms.",0,0,1,0,0
I could have wound up with permanent liver damage or dying.,0,0,0,0,1
"I had symptoms similar to diverticulitis: blood in stool, pain.",0,0,1,1,0
"Мы как и было положено стали его принимать, но у ребенка сильно изменилось поведение.",0,0,1,0,0
"I had muscle pain in the shoulder, arms, legs, a rash and also had four eye hemorrhages (one a month) while I was on Lipitor.",0,0,1,0,0
Numbness/tingling in legs and arms.,0,0,1,0,0
"Possibly diarrhea and stomach pain, but most likely none because I am taking this with a nasty antibiotic for a sinus infection that definitely causes diarrhea and nausea.",0,0,1,1,0
"Курс мы до конца не допили, так как начался понос сначала, потом и рвота, сначала не подумали на препарат, думали простуда, отравился и т. п. Но после отмены Энцефабола все прошло.",0,0,1,0,0
"Так вот, начали давать его и маленькому, но на голове снова появилась ""родовая грязь"", я особо не обратила на это внимания, потому что ребенок почти каждый день пробовал что-то новое.",0,0,1,0,0
"Эти таблетки нам выписал педиатр при очередном орви, но не сразу, а уже после третьего периода болезни, то есть ребенок проболел три раза за последние два месяца.",0,0,0,1,0
"Severe, gut-renching abdominal pain, jaundins, diahrea, sweats & hot flashes, vaginal bleeding, and now constipation.",0,0,1,0,0
"Gas, bloating.",0,0,1,0,0
На глаз никаких изменений не наблюдала.,0,1,0,0,0
Время использования: 3 дня,0,0,0,0,0
"I spent 2 days in the hospital because I could'nt talk without slurring my words, I could'nt concentrate and could'nt walk more than a few minutes without feeling weak.",0,0,1,0,0
"Могу с уверенностью сказать, что этот препарат действительно работает!",1,0,0,0,0
basically a whole body feeling like i had the flu.,0,0,0,0,1
"Nightmares, knee pain.",0,0,1,0,0
I had extreme abdominal pain that came on almost instantly and lasted hours from taking the arthrotec for the first time.,0,0,1,0,0
My left arm and neck that hurt from chronic pain are now exploding.,0,0,1,0,0
"После приёма препарата Лавомакс, появилась страшная сыпь по всему телу в виде мелких водяных болячек, красного цвета, по виду похожая на герпес, которая пять дней не СХОДИЛА и сильно чесалась, зудела и доставляла очень неприятные ощущения, а так же по всему лицу эта сыпь в большом количестве ВЫСЫПАЛО и оставила шрамы .",0,0,1,0,0
"В общем итоге, деньги на ветер, а самочувствие не поправлено.",0,1,0,0,0
"First time was bad, I went with another product which sent me to the emergency room twice, it suffocated me.",0,0,1,0,0
"I felt a deep ache from my waist down to the heels of my feet (Like ""back labor"" pains during childbirth, for those of you who have experienced such a thing, or a prolonged miscarriage.)",0,0,1,0,0
"recently pain has started to increase though, and not sure if I've overworked my back.",0,0,0,0,0
Первый раз я прошла курс Циклоферона около двух лет назад и все это время герпес меня не беспокоил.,1,0,0,1,0
"EXCRUCIATING PAIN IN SHOULDERS AND NECK, MEMORY LOSS, FELT JUST STRANGE.",0,0,1,0,0
"Часто, особенно после напряженного дня, наполненного стрессами и нервными перевозбуждениями (срывами) у меня болел желудок (вернее верхняя его часть как бы каменела и присутствовала тупая боль и тяжесть).",0,0,0,1,0
Хорошее средство!,1,0,0,0,0
"Может в других ситуациях лекарство работает, но мне не помогло и советовать его я никому не могу.",0,1,0,0,0
i develop cataract some time muscle ache.,0,0,1,0,0
I did feel better health and mood and no pain before I started taking this Lipitor both times.,0,0,0,0,0
"cramps ,diarreah dont take this stuff.",0,0,1,0,0
The cramps persisted for months and then I tore a tendon in my ankle and months later my knee.,0,0,1,0,1
"i have experienced extreme stomach pain when taken on an empty stomach, and moderate stomach pain when taken with food.",0,0,1,0,0
Одной из причин моего психического расстройства врачи признали применение данного препарата.,0,0,0,1,0
muscle ache.,0,0,1,0,0
"Меня очень смущал спирт в составе, муж сказал: ""Водка!",0,0,0,0,0
I recently was totally dibilitated by swelling and pain in my hands.,0,0,1,0,0
"Что я увидела уже, это то что дочка стала лучше спать, нет криков сквозь сон, вечных расставаний в туалет и т. д В упаковке находится 15 пакетиков.",1,0,0,1,0
"Mood problems, language problems, and memory problems lessened by still present.",0,0,1,0,0
First came the tinnitus.,0,0,1,0,0
"Мы с мужем лечил уреаплазмоз чтобы забеременеть, врач выписал кучу таблеток и среди них изопринозин.",0,0,0,1,0
Я как только вижу что появились сопли и кашель сразу отправляю мужа за Лаферобионом.,0,0,0,1,0
Strange type food cravings e.g.,0,0,1,0,0
"So, I had blood tests done this week and have elevated creatine so was told today to stop Lipitor immediately, and will see my doctor next week.",0,0,1,0,0
"Второй и третий день, тоже самое, плюс головокружение, но тут уже не было сомнений, что это побочный эффект от Ремантадина.",0,0,1,0,0
"Also Nerve pain in shoulders, ankles and feet.",0,0,1,0,0
"Не знаю, связаны ли 2 факта, у ребенка начался сильный атопический дерматит.",0,0,1,0,0
My feet felt like I was walking on small ice cubes when barefoot.,0,0,1,0,0
"I left it at home by accident when we went on vacation and within 3 days, the pain in my legs began to go away.",0,0,1,0,0
Insomnia is better but not gone.,0,0,1,0,0
"Меня охватывал панический страх и ужас, думала, что схожу с ума.",0,0,1,0,0
У моих деток после начала приема этого препарата появилась тяжелой формы медикаментозная аллергия.,0,0,1,0,0
as if I have rigor mortis and am being resurrected from death (no exaggeration).,0,0,1,0,0
"Общее впечатление : помог, но в комплексе!",1,0,0,0,0
Weight gain (due to no activity from pain?),0,0,1,0,0
"vagueness, dry eyes.",0,0,1,0,0
My husband has a high plaque count so he doesn't.,0,0,0,0,1
"Still have those pains, not terrible, just feel like I have been hiking uphill and am fatigued there.",0,0,1,0,0
Had to remove socks and elevate legs to get relief from swelling.,0,0,1,0,0
severe leg pains.,0,0,1,0,0
dizzines dioreah stomach cramps disorientation.,0,0,1,0,0
"Also, I have had operations on my right foot a few years ago, but now it hurts almost as much if not more.",0,0,1,0,0
"Сейчас постоянно пить бросила, а пользуюсь только в стрессовых ситуациях.",0,0,0,1,0
"Так вот, прошло уже 3 недели, а сдвигов я так и не увидела.",0,1,0,0,0
Diarrehea prevents continued use.,0,0,1,0,0
cognitive ability deminished.,0,0,1,0,0
"Кроме лечения, я пью препараты, которые избавляют от симптомов простуды.",0,0,0,1,0
"Have suffered from leg cramps(principally at night) since beginning 40 mg Lipitor, 5 years ago, after a mild heart attack.",0,0,1,1,0
"Потом полдня ходил как зомби, тяжелая голова и тело, тошнота, за руль сесть не решился, сработал инстинкт самосохранения, пришлось поездку отложить, день потерян!",0,0,1,0,0
Я просто на просто не могла избавится от заложенности носа и мне посоветовали приобрести вот этот назальный спрей.,0,0,0,1,0
В нашем случае оказался сильный ринит.,0,0,1,0,0
Насморк это постоянный спутник простудных заболеваний.,0,0,0,1,0
"chest pains, so bad that I ended up in the emergency room 2x not knowing what it was from.",0,0,1,0,0
"BUT, it makes my stomach hurt soooo bad that I'm not sure what is worse.",0,0,1,0,0
"Болезнь немного отступала, но потом с новой силой приходила и уже не какой ""Афлубин"" не помогал (хотя и пили мы его для профилактики по целому месяцу).",0,1,0,1,0
Но на себе его действия я не обнаружила.,0,1,0,0,0
"На второй день приема началась очень сильная головная боль, боль в глазах, тошнота, в глазах рябило, кружилась голова.",0,0,1,0,0
Complained about her legs always feeling like lead.,0,0,1,0,0
My legs are killing me and I thank God I found this website.,0,0,1,0,0
Lipitor caused permanent liver and kidney damage to me and is a killer.,0,0,1,0,0
Always very fatigued and sleepy immediately after taking the drug almost like a sleeping pill causes.,0,0,1,0,0
"Headaches, fatigue, confusion and memory loss.",0,0,1,0,0
I have to rate it a 5 for knee pain so I lived with it.,0,0,0,0,0
neck pain.,0,0,1,0,0
"Stomach problems, muscle pain, mood swings, headaches, joint pain.",0,0,1,0,0
через час вторую таблетку.,0,0,0,0,0
Обе попытки выпоить ребенку суспензию заканчивались тем что малыша вырвало и запах был именно парацетамола.,0,0,1,0,0
"hair loss, weight gain, muscle pain.",0,0,1,0,0
My blood pressure had gone sky high so my that is why the swelling.,0,0,1,0,0
"Прививку против туляремии решила сделать, т. к. в прошлом году в области была вспышка туляремии.",0,0,0,1,0
"Severe muscle pain after working out with weights, all the while losing strength.",0,0,1,0,1
"Наверное нет такого человека, который хоть раз не столкнулся с тем, что возникла необходимость применять лекарственные препараты.",0,0,0,0,0
I was prescribed Zipsor for bone and joint pain associated with Lupus.,0,0,0,1,0
Stop taking at first sign of muscle pain!.,0,0,0,0,1
Total loss of libido.,0,0,1,0,0
"As with any disc issues there seems to be the occasional flare up, but when they do occur now they are minor, and once I take my usual dose of Zipsor, the pain is gone again.",0,0,0,0,1
"So far (I've been off of it for about 5 days now), my chest pain has improved by about 75%.",0,0,1,0,0
"Shoulder, knee, elbow, joint pain.",0,0,1,0,0
"Within a few days, I noticed acid reflux shortly after taking, and it got progressively worse.",0,0,1,0,0
"Intitally was placed on Crestor in conjunction with excercise and lifestyle change and developed severe polyathralgia in ankles and leg joints, to the point of not being able to walk and no significant reduction in cholesterol.",0,0,1,0,0
Есть более современные и эффективные средства в лечении бессонницы.,0,0,0,1,0
I was a nail tech and needless to say that will never be again with the weakness in my arms.,0,0,1,0,0
I can barely walk-took for only 10 days.,0,0,1,0,0
"I also am experiencing increased memory loss, and fatigue, but then I rarely sleep well (due to night sweats) since I went through menopause ten years ago.",0,0,1,0,1
I admit cholesterol went down but so did my muscles and stamina.,0,0,1,0,0
I was put on this drug by my doctor for my somewhat high cholesterol.,0,0,0,0,1
Less muscle mass even though I force myself to work out at least four times per week ( usually five).,0,0,1,0,0
Finally I informed my doctor the pain was too severe and I was stopping as I found I could not even walk in the morning!,0,0,1,0,0
Abdominal rash for the last 6 months - I thought it was shingles but the doctor said no and prescribed an ointment.,0,0,1,0,1
I am an unlikely candidate for MND.,0,0,0,1,0
started having muscle pain in upper right side then shoulders neck etc .,0,0,1,0,0
Extreme tummy bloating.,0,0,1,0,0
I have Lupus so I assumed that it was causing me to feel bad.,0,0,0,1,0
"back pain in the am, leg cramps on and off.",0,0,1,0,0
"В последнее время стала плохо спать, Засыпаю довольно быстро, но несколько раз за ночь просыпаюсь.",0,0,0,1,0
"Были побочные: слабость, сонливость, общее недомогание.",0,0,1,0,0
Been one month since acute onset pain and am recovering.,0,0,1,0,0
- Headache that lasts for days.,0,0,1,0,0
Потом бабушка его тоже начала пить для профилактики.,0,0,0,1,0
I'm very depressed.,0,0,1,0,0
"Понимаю, что проблемы со сном у меня из за неврозов и нужно лечить причину, но выспаться так хочется, вот и повелась на рекламу таблеток.",0,0,0,1,0
"Он борется с инфекцией, но не с симптомами.",0,0,0,1,0
"I was pain free for a few months, but the same pain has returned and has been with me for the past 5 months.",0,0,1,0,0
"Не было никаких проявлений побочных эффектов- ни температуры, ни слабости.",0,0,0,0,1
They tell me I might have arthritis.,0,0,0,0,1
Took 50 mg arthrotec with one tylenol #3 and within 30 minutes I had the most severe abdominal pain I've ever experienced.,0,0,1,0,0
"Constant stomach discomfort and pain, distension, gas, muscle aches, leg cramps.",0,0,1,0,0
"Таблетки ""Эргоферона"" кроме лечебного эффекта, являются отличным профилактическим средством.",1,0,0,0,1
"After 9 months I stopped the Lipitor myself, but by then I was a mess: couldn't walk, couldn't lift my arms, horrible neck and muscle pain, horrible pain in every tendon in my body, particularly the Achilles tendon and those on the back of the head.",0,0,1,0,0
"Все повторилось, никакого спокойного обволакивающего засыпания.",0,1,0,1,0
"Жалея меня, мама купила в аптеке супер разрекламированное средство от простуды и гриппа под названием ""АнвиМакс"", которое должно было чудесным образом поставить меня на ноги, ибо стоило недешево, а в составе значится парацетамол, по маминому мнению, очень эффективное средство.",0,0,0,1,0
"The day I took my first Arthrotec, I started experiencing urinary incontinence.",0,0,1,0,0
I started experiencing severe leg cramping at night with the pain traveling to my buddocks and stomach as well.,0,0,1,0,0
HORRIBLE GAS AND CONSTIPATION.,0,0,1,0,0
Muscule aches & pains - Went to the orthopedic Dr for a shot in the knee.,0,0,1,0,0
Постоянные внутренние переживания и чувство тревоги действительно очень сильно осложняли мне жизнь.,0,0,0,1,0
"Very severe pain in arms, knees, hands.",0,0,1,0,0
"И как я удивилась когда на четвертый день малыш перестал кашлять, а на пятый мы пошли к врачу и нам сказали, что он здоров.",1,0,0,1,0
"I have stopped taking it for 3 days now, but pain persists.",0,0,1,0,0
"Общее впечатление : Есть подозрение, что у ребенка ОРВИ.",0,0,0,1,0
"После применения ""Гриппферона"" сразу чувствуешь некое облегчение в дыхательных путях.",1,0,0,1,0
I could not sleep for the ache and discomfort in my legs.,0,0,1,0,0
Через пару дней горло становится значительно лучше.,1,0,0,0,0
Tremor is apparently here to stay since it's been about two year since stopped the drug and the tremor is the same.,0,0,1,0,0
"aches and pain in both arms and shoulders and weakness in arms, especially left arm.",0,0,1,0,0
Время использования: 1 день,0,0,0,0,0
I mean smelly and painfull!,0,0,1,0,0
"loss of muscle strenth, mainly calves.",0,0,1,0,0
Muscle & joint pain; severe vision problems; fibromyalgia numbness in limbs; lupus.,0,0,1,0,0
"rashes,itches.",0,0,1,0,0
"Сами таблетки белого цвета, у нас дозировка была пол таблетки, приходилось ее делить пополам.",0,0,0,0,0
General foggy-headedness.,0,0,1,0,0
"Last week, also stopped for two days and the cough stopped.",0,0,1,0,0
"My legs are still sore, and feel worse than they did after a day of agressive downhill skiing a week ago.",0,0,1,0,0
"When my vision became blurry, I started my search.",0,0,1,0,0
"Воздействия, кроме побочного явления я не почувствовал.",0,1,0,0,0
"В переход от сезона к сезону мы все подвержены ОРВИ, я оказалась не исключением.",0,0,0,1,0
"Мы начинаем прием ""ударной дозы"" при первых признаках простуды, и как ни странно (возможно, это самовнушение), но он помогает.",1,0,0,1,0
"EXTREME AND EXCRUCIATING MUSCLE PAIN IN SHOULDERS, NECK AND HIP.",0,0,1,0,0
During the first month she complained about her head hurting.,0,0,1,0,0
"I have horrific cramps to begin with, so I can't say whether arthrotec increased that.",0,0,1,0,0
"Практически каждый день пью корвалол в таблетках, т. к. удобно его пить где бы я не находилась.",0,0,0,0,0
"I know my cholesterol will always be high, but after 2 weeks off Lipitor, I feel better each day and know it's not my age causing the pain, high blood pressure, memory loss, dizzines.",0,0,1,1,0
Общее впечатление : Хорошее средство для нормализации нервишек.,1,0,0,0,0
I had muscle pain in my chest.,0,0,1,0,0
"Ребенок стал болеть пуще прежнего, конечно виной всему адаптация к новому коллективу.",0,0,1,0,0
I could not walk or open my hands in the morning until I took this.,0,0,0,0,0
"На протяжении трех дней мне стало заметно легче, но простудные признаки не отсупали.",1,0,0,1,0
"The light headedness and often foggy vision, short term memory loss and the annoying thing of not being able to concentrate very well.",0,0,1,0,0
"Жаль, никакой помощи не последовало, болезнь прогрессировала.",0,1,0,0,0
"У меня работа связана с постоянными стрессами, поэтому часто спасаюсь корвалолом.",0,0,0,1,0
Do all cholesterol lowering drugs cause hair loss?.,0,0,1,0,0
"Знаю, что его надо длительно принимать и все равно - мне не помогло.",0,1,0,0,0
"I never had any stomach trouble, or cramps, or anything people have mentioned here.",0,0,0,0,1
I experienced severe pain in my left shoulder and neck.,0,0,1,0,0
"Started out with severe back spasms, then had intense pain in my knees and spasms all throughout my legs.",0,0,1,0,0
"After about 4 months of taking Lipitor, one day while walking, my left leg, below the knee, experienced intense pain and stiffness.",0,0,1,0,0
Just last week I noticed my right arm is tight also.,0,0,1,0,0
Pain was worse in the morning but rarely went away completely during the day.,0,0,1,0,0
"Аденоиды с нами несколько лет, как только начинает звезда моя подхрапывать по ночам - это предвестник скорой болезни и приличного отека.",0,0,0,1,0
"Ели пью 2 таблетки, то да минут через сорок засыпаю, но на утро побочные эффекты голова побаливает, тошнота немного и слабость присутствует.",1,0,1,1,0
Еще одним «побочным» эффектом могу назвать цену.,0,0,0,0,0
Еле ходила.,0,0,0,0,0
"Nagging muscle pain between and just below my shoulder blades, persistent fatigue, moderate insomnia, increasingly unable to focus or stay.",0,0,1,0,0
"Малоэффективен, вызывает диарею, которая может продолжаться 2-3 дня.",0,1,1,0,0
"muscle atrophy, legs & Arms; pain in shoulders.",0,0,1,0,0
lack of strength.,0,0,1,0,0
Однажды у ребенка поднялась высокая температура и чтобы ее сбить я решила дать парацетамол для детей в суспензит.,0,0,0,1,0
"После применения донормила у мужа исчезли такие явления как чиханье, насморк, зуд кожи.",1,0,0,1,0
after one week i started with chest tightness and numness aching feeling to my left arm also pain inbetween both shoulder blades .,0,0,1,0,0
I finally went to see a Dr in Urgent Care as the pain was so severe.,0,0,1,0,0
"EXTREME PAIN IN SHOULDERS, LOSS OF MEMORY.",0,0,1,0,0
"Got to work, ran to the bathroom with SEVERE abdominal cramping, had massive diarrhea & severe cramping continued for 2 hours.",0,0,1,0,0
I quit it and felt sore but better in a week.,0,0,1,0,0
Помогло наконец.,1,0,0,0,0
It did lower my cholesterol but I don't need to be cripple.,0,0,0,0,1
The last time I was on vacation and was brought to the hospital where the Doctor took a blood and urine test and told me that the pain was from the lipitor.,0,0,1,0,0
"I did not link my problems to the Lipitor until my husband had major problems, now I know what has caused 10 years of Neuropathy, I have Burning feet always in bed at night, I do not have Diabetes (which would cause this) and was tested in DC at WRAMC and they found no reason that I should have this and gave me a tube of Capsacian!!!",0,0,1,1,0
Neurologist diagnosed me with MS.,0,0,0,1,0
"Сынишка то был вялым сильно, то, наоборот вспышки агрессии.",0,0,1,0,0
no stomach pains - no excessive drowsiness but slept well- I took medicine during dinner on a full stomach.,0,0,1,0,0
Severe headaches.,0,0,1,0,0
I lost an older brother to a heart attack last year and everyone at the funeral said he had STOPPED taking his Lipitor!,0,0,0,1,0
"I could not walk ten steps without the most excruciating pain and fatigue, all I ever wanted to do was to sleep or at least lay down.",0,0,1,0,0
canker sores in my mouth.,0,0,1,0,0
"I would be cautious about paying attention to cramping, intestinal/stomach pain which can lead to very serious conditions.",0,0,1,0,0
"Pain in joints and muscles, including knees, ankles feet wrist shoulders and elbows.",0,0,1,0,0
overall exhaustion.,0,0,1,0,0
"В инструкции пишут, что это иммуностимулирующее средство, повышает сопротивляемость организма к бактериальным и вирусным инфекциям.",0,0,0,1,0
"muscle twitching and pain, tired, loss of drive, irritable with my loved ones, insomnia, anxiety, loss of desire to do or accomplish anything which is the total opposite of my character and personality, huge drawback in quality of life.",0,0,1,0,0
"After a few months, new muscle injury test came back negative.",0,0,1,0,0
"It helps lower my cholesterol, but recks my muscles severly.",0,0,1,0,0
"After using Lipitor for 2.5 years, I decided to stop two weeks ago because of severe pain in my left arm.",0,0,1,0,0
I felt like I was walking though sludge.,0,0,1,0,0
"Severe (burning) pain in upper and lower left arm and left hand, stiffness and pain in both knees, pain in upper back (over left shoulder blade).",0,0,1,0,0
"Muscle Pain,esp calve muscles, knee pain, neck pain, dizziness?",0,0,1,0,0
Also growing more and more tired.,0,0,1,0,0
"В начале января переболели пневмонией (прикорневой) ребёнку 2года 8 мес, кололи цевтриаксон 5 дней в больнице, хотя нужно было 7!",0,0,0,1,0
It's cheaper and have the same effect on pain.,0,0,0,0,0
Just before this last Christmas I had a small stroke and spent three days in the hospital.,0,0,0,1,0
"Около недели принимал препарат и бросил, началась бессонница и тахикардия, мне он не подошел.",0,1,1,0,0
"I tried stopping each med I was taking, some allergy/asthma stuff and Lipitor.",0,0,0,1,0
My MD (who did not want me to take it) diagnosed a rotator cuff injury (liver test came back normal).,0,0,0,1,0
"Но... В состав этого лекарства входит фенобарбитал - снотворное средство, которое уже при 2-х недельном применении вызывает привыкание.",0,0,0,0,1
"Затем последовали сильный насморк, чиханье, першение в горле, осиплость голоса, кашель, температура.",0,0,1,0,0
I cannot walk very far and sleeping has become a problem because of the pain.,0,0,1,0,0
"I believe the discomforts are side effects, but my doc says lipitor only causes muscle pain over the entire body, not just areas.",0,0,1,0,0
Went to my yearly exam this week and blood test reveals arthritis.,0,0,0,1,0
"Особого эффекта не заметила, так как ребенок как болел, так и болеет (с мазью ""Виферон"" или нет).",0,1,0,0,0
Tight chest.,0,0,1,0,0
"Начала принимать их согласно инструкции - 4 раза в день по 2 таблетки за один прием (расход средства конечно очевиден, но лечить потом ОРЗ или его, не дай Бог, последствия гораздо дороже).",0,0,0,1,0
"I tried one more today, immediately got a bad headache, and cramping, nausea, and heartburn.",0,0,1,0,0
"Сон у меня улучшился, но беспокойство и раздражительность полностью не прошли.",1,1,0,1,0
My Liver blood test are also mildly elevated.,0,0,1,0,0
insomnia.,0,0,1,0,0
"Fast forward 3 years, he went to dr for check up (he has known coronary disease) and was started back on Lipitor 20mg.",0,0,0,1,0
"Weight gain, extreme muscle aches and fatigue, alternating constipation and diarrhea, more frequent asthma flare-ups, insomnia, weird dreams.",0,0,1,0,0
"В общем то у сына эффект получился противоположный, он стал активный, возбужденный, беспокойный, плаксивый, ну или это опять таки сработало мое самовнушение.",0,1,1,0,0
i also had some drowsiness after taking arthrotec.,0,0,1,0,0
leg cramps at 40mg.,0,0,1,0,0
"Не могли ни чем сбить, опять укол.",0,0,0,0,0
Also causes bleeding problems.,0,0,1,0,0
"Severe muscle pain in shoulders radiating through the chest, cramping in back muscles, calves and hamstrings.",0,0,1,0,0
"Благодаря интенсивным занятия речь сына заметно улучшилось, как мне кажется тенотен нам в этом помог.",1,0,0,0,0
Talk to Atty Fri. We ALL need to sue as Docs are only aware of muscle issues!.,0,0,1,0,0
"I went off the lipitor and within 3 days the pains were going away, 10 days and all was well.",0,0,1,0,0
"Hip pain, knee pain, neuropathy in left foot, general leg pain, mental malaise, arm fatigue especially in the triceps, lack of enthusiasm for familiar activities.",0,0,1,0,0
"Lasted approximately 45 seconds, followed by feeling of weakness and impending doom.",0,0,1,0,0
Then the left foot started hurting also.,0,0,1,0,0
leg pain.,0,0,1,0,0
"Massive hair loss, extreme joint stiffness (esp in my right knee - it would just lock-up), heart palpitations, heavy depression, skin and eyes swollen and itching.",0,0,1,0,0
"Не знаю, но особого действия этого препарата я не почувствовала, возможно, что все зависит от организма.",0,1,0,0,0
"I TOOK MANY SATIN DRUGS FOR 5 YEARS OF HORROR, THEY ALMOST KILLED ME, I WAS 45 , 55 NOW AND STILL HAVE HEALTH TROUBLES RELATED TO THESE MEDS, MOSTLY DEJESTIVE SYSTEM AND STOMACH ULCERS- ALMOST A YEAR NOW TAKING MEDS TO HEAL MY STOMACH- CANCER?",0,0,1,0,0
"i'm also starting to feel dizzy and light headed, and can feel acidic bile at the back of my throat.",0,0,1,0,0
"Прошлой осенью решила попробовать для профилактики таблетки Ratiopharm ""Эхинацея"".",0,0,0,1,0
I have noticed I am gaining excess weight even though I am not eating more.,0,0,1,0,0
"Ребенок пил препарат легко и просто, не говорил, что они горькие там или не приятные, после окончания курса, через недели две вновь заболел, поэтому я прямо расстроилась, так надеялась на эффект все же.",0,1,0,0,0
One month later he ended up in hospital for coronary disease and dose up to 40.,0,0,0,1,0
"По показаниям помогает и при кишечных инфекциях, менингите.",1,0,0,0,1
"Улучшая его деятельность, способствует улучшению памяти, что в свою очередь облегчает процесс обучения.",0,0,0,0,1
А в обще таблетки не плохие и главное очень доступные по цене.,0,0,0,0,0
"I stopped taking it after 4-5 months - shoulder remained ok, but many lesser aches and pains (back, knees, etc) returned.",0,0,0,0,0
"Мне таблетки не подошли, они затуманивают рассудок, вызывают заторможенность, но с моей бессонницей они не справились.",0,1,1,1,0
I walk like an old person.,0,0,1,0,0
Общее впечатление : улучшает память RATING 4 NOTE,0,0,0,1,0
But even these pains are a lot less now then they were while on lipitor.,0,0,1,0,0
take it once a day and it works very well on the pain.,0,0,0,0,0
"At day 16, developed excruciating toothache (that moved from day to day).",0,0,1,0,0
"However, I started to have these symptoms to a lesser degree two weeks before I started the Lipitor due to a viral upper respiratory infection.",0,0,0,0,1
"swelling, bloating, increased appetite, empty stomach feeling,dry,itchy skin.",0,0,1,0,0
"Я не страдаю бессонницей, но нужно было уснуть пораньше, чтобы рано встать.",0,0,0,1,1
В первый раз мне его выписали как вспомогательный (успокаивающее средство при лечении гастродуоденита).,0,0,0,1,0
Before taking Lipitor I never have leg cramps.,0,0,1,0,0
I am not diabetic.,0,0,0,0,1
У меня до этого никогда ни на что не было аллергии!,0,0,0,0,1
It took me 8 years to figure out why I was getting these very sudden and very severe infections every 3 - 5 months.,0,0,1,0,0
Wife says I'm crabby when on it.,0,0,1,0,0
Профилактика и лечение гриппа и ОРВИ у детей и взрослых.,0,0,0,1,0
"Extreme tiredness, dizziness, memory loss, moody.",0,0,1,0,0
This drug MAY have caused edema of fingers and face after taking for 4 days.,0,0,1,0,0
"unable to get out of bed,loss of strength,memory,halucinations been of it for 2 years,not quite cured kill.",0,0,1,0,0
