,id,comment_id,drug_id,sentence_index,sentences,ADR,WD,EF,INF,SSI,DI,Findings,others,rating,category
649,650.0,100.0,lexapro.100,1.0,Woke up in the middle of the night and couldn't fall back asleep.,1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
1546,55.0,10.0,zoloft.10,12.0,Could barely walk.,1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
5063,604.0,97.0,effexorXR.97,1.0,"Early on, naseau and sleeplessness.",1,0.0,0,0,0.0,0,0.0,0,3.0,snri
4523,64.0,11.0,EffexorXR.11,4.0,I just keep bleeding and Noone knows why.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
5731,1272.0,196.0,effexorXR.196,1.0,difficult in reaching orgasm.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
630,631.0,98.0,lexapro.98,1.0,"Weight gain, fuzzy head.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
672,673.0,102.0,lexapro.102,7.0,"Kind of reminds me of the few times when I've been sick and taken sudafed, except there's more sleepiness.",0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
1249,1250.0,181.0,lexapro.181,1.0,This is great.,0,0.0,1,0,0.0,0,0.0,0,5.0,ssri
482,483.0,76.0,lexapro.76,8.0,I've been on some kind of SSRI for 12 years.,0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
1584,93.0,15.0,zoloft.15,6.0,can be  dangerous to those who are manic depressive.,0,0.0,0,0,1.0,0,0.0,0,1.0,ssri
5652,1193.0,181.0,effexorXR.181,2.0,The first week was hell.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
5624,1165.0,178.0,effexorXR.178,5.0,"The main side effect was being light headed, like a permanent head rush, Again.",0,1.0,0,0,0.0,0,0.0,0,5.0,snri
1462,1463.0,214.0,lexapro.214,5.0,started at 10 then 20)  looking forward to future increased effects and hopefully some weight loss and HOPEFULLY the swallowing thing will go away.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
4857,398.0,61.0,EffexorXR.61,5.0,"I have since read a lot and found many people experiencing hair loss, some now are having to wear hair pieces or wigs.",0,0.0,0,0,0.0,0,0.0,1,1.0,snri
4943,484.0,77.0,EffexorXR.77,6.0,If I go more than two hours past my dose.,0,0.0,0,0,0.0,0,0.0,1,2.0,snri
3780,1028.0,137.0,cymbalta.137,8.0,There is a balance.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
49,50.0,5.0,lexapro.5,10.0,"After the third day at that dose I found myself in the ER with vertigo, dizziness, tachycardia, dry mouth, nausea, and a host of other complaints.",1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
5327,868.0,138.0,effexorXR.138,2.0,"brain ""zapping"" pressure, restless jaw (teeth wanting to grind) and HAPPINESS.",1,0.0,1,0,0.0,0,0.0,0,4.0,snri
4058,1306.0,174.0,cymbalta.174,7.0,"To sum it up, Cymbalta is a good medicine to try if nothing else is helping and especially if you have fibro and depression.",0,0.0,0,0,1.0,1,0.0,0,4.0,snri
858,859.0,131.0,lexapro.131,4.0,I've tried quite a few antidepressants and this one seems to be the one that handles my depression and I can live with the side effects.,1,0.0,1,0,1.0,1,0.0,0,4.0,ssri
1072,1073.0,161.0,lexapro.161,3.0,Despite some of the side effects I like the increased energy and increase in social confidence.,0,0.0,1,0,0.0,0,0.0,0,4.0,ssri
719,720.0,109.0,lexapro.109,8.0,I am being switched to Wellbutrin XL.,0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
5498,1039.0,161.0,effexorXR.161,3.0,I was suicidal before I started taking it.,0,0.0,0,0,1.0,1,0.0,0,4.0,snri
3833,1081.0,143.0,cymbalta.143,8.0,"If I end up a fat, bald middle aged woman I do think my depression will return in a different way.",0,0.0,0,0,1.0,0,1.0,0,4.0,snri
1660,169.0,29.0,zoloft.29,3.0,I don't recommend it.,0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
1656,165.0,28.0,zoloft.28,3.0,"NEVER ever try this, go and get Prozac!",0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
3627,875.0,116.0,cymbalta.116,6.0,Some blurriness of vision which I didn't attribute to the medicine until I went off 2 wks.,0,0.0,0,0,0.0,0,0.0,1,3.0,snri
4490,31.0,5.0,EffexorXR.5,9.0,it could not be safe to take on a daily basis,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
5234,775.0,122.0,effexorXR.122,5.0,I feel ambivalent about it every so often.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
5984,1525.0,227.0,effexorXR.227,3.0,No side effects now accept for yawning.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
4291,1539.0,212.0,cymbalta.212,4.0,if you stop taking this the withdrawal is awful.,0,1.0,0,0,0.0,0,0.0,0,5.0,snri
5507,1048.0,162.0,effexorXR.162,7.0,Not sure which way to go now.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
5772,1313.0,201.0,effexorXR.201,1.0,"jaw-lock, muscle tightness, dehydration and dry mouth.",1,0.0,0,0,0.0,0,0.0,0,5.0,snri
5064,605.0,97.0,effexorXR.97,2.0,"After a year and now on 225 mg I am sweating like crazy all the time, I get tingles in my hands and if I miss a dose I get dizzy and foggy and brain shivers.",1,1.0,0,0,0.0,0,0.0,0,3.0,snri
3808,1056.0,140.0,cymbalta.140,2.0,head fog.,1,0.0,0,0,0.0,0,0.0,0,4.0,snri
1385,1386.0,203.0,lexapro.203,3.0,This has worked very well for me.,0,0.0,1,0,0.0,0,0.0,0,5.0,ssri
4766,307.0,47.0,EffexorXR.47,4.0,My depression never got better while on this.,0,0.0,0,1,1.0,0,0.0,0,1.0,snri
1399,1400.0,206.0,lexapro.206,6.0,I am doing really well on it!,0,0.0,1,0,0.0,0,0.0,0,5.0,ssri
1195,1196.0,178.0,lexapro.178,3.0,I checked myself into the ER 3x in one week certain that I was dying.,1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
1408,1409.0,207.0,lexapro.207,5.0,I felt drugged.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
4756,297.0,46.0,EffexorXR.46,5.0,THE WITH DRAWS OF THE MED IS SO INTENCE.,0,1.0,0,0,0.0,0,0.0,0,1.0,snri
1798,307.0,55.0,zoloft.55,3.0,"I was on Lexapro before going into remission, but since I didnt have insurance and Lexapro cost moe than $100 per month my Dr. put me on Zoloft as a cheap alternative.",0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
1475,1476.0,217.0,lexapro.217,4.0,"I had previously taken prozac and valium and had horrible experiences with both, so was hesitant about trying medication again.",0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
4203,1451.0,196.0,cymbalta.196,1.0,"At first i yawned constantly and had dry mouth but over time it stopped, and weight loss.",1,0.0,0,0,0.0,0,0.0,0,5.0,snri
35,36.0,4.0,lexapro.4,4.0,"It didn't help me out, at all.",0,0.0,0,1,0.0,0,0.0,0,1.0,ssri
5878,1419.0,213.0,effexorXR.213,10.0,I got my motivation back to enjoy life.,0,0.0,1,0,0.0,0,0.0,0,5.0,snri
2345,854.0,147.0,zoloft.147,6.0,in the last 6 months I feel like Zoloft has stopped working.,0,0.0,0,1,0.0,0,0.0,0,4.0,ssri
5580,1121.0,173.0,effexorXR.173,4.0,i havnt noticed that much of a change in my anxiety.,0,0.0,0,1,1.0,0,0.0,0,4.0,snri
2359,868.0,150.0,zoloft.150,5.0,I started taking AmbienCR to sleep but at 12.5mg it only helped for 4 hours.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
2206,715.0,124.0,zoloft.124,12.0,"Also, my feeling of being able to trust others improved (guess I had mild paranoia that I didnt know I had).",0,0.0,1,0,1.0,1,0.0,0,4.0,ssri
4706,247.0,38.0,EffexorXR.38,10.0,AND PATIENTS SHOULD BE WARNED OF THE EFFECTS BEFORE GIVING IT TO THEM.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
1286,1287.0,187.0,lexapro.187,1.0,"Tiredness a few hours after taking, ""the munchies"" -> some weight gain, dulled emotions (though this improved with time), slight sexual side effects.",1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
349,350.0,56.0,lexapro.56,13.0,I've taken all the other anti-depressants over many years and couldn't stand the side effects.,1,0.0,0,0,0.0,0,0.0,0,2.0,ssri
5250,791.0,124.0,effexorXR.124,1.0,"Yawning at first, no appetite, fatigue, no sex drive.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
3893,1141.0,152.0,cymbalta.152,5.0,My mood is a serious one with some laughter.,0,0.0,0,1,0.0,0,0.0,0,4.0,snri
4868,409.0,62.0,EffexorXR.62,11.0,"The side effects are easily found on the net, so if you are a first timer, be wary of the side effects.",1,0.0,0,0,0.0,0,0.0,0,1.0,snri
4234,1482.0,203.0,cymbalta.203,1.0,none. ,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
1681,190.0,36.0,zoloft.36,3.0,I havent been on this long was taking 100mg but cut it in half.,0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
1443,1444.0,211.0,lexapro.211,4.0,"I could hardly get out of bed I would have lost my job, because I had already called in to work a bit and was unable to function before I started lexapro.",0,0.0,0,0,1.0,1,0.0,0,5.0,ssri
4229,1477.0,202.0,cymbalta.202,2.0,"Exhaustion, horrible anxiety, crying, unable to work or function.",1,0.0,0,0,0.0,0,0.0,0,5.0,snri
1671,180.0,34.0,zoloft.34,1.0,caused muscle tension - especially painful jaw clenching - took myself off. ,1,0.0,0,0,0.0,0,0.0,0,2.0,ssri
3960,1208.0,163.0,cymbalta.163,1.0,Was just taken off Celexa because it did not do anything for me except for the horrible side effects.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
1179,1180.0,176.0,lexapro.176,4.0,I had headaches the first few days but those have already gone away.,1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
5134,675.0,109.0,effexorXR.109,1.0,"sweating,dizziness, severe dry mouth (coughing all night,can't talk without choking),itchy scalp,insomnia, constipation, hard stool, gas, racing thoughts, teeth grinding, agitation, severe loss of short term memory, moments of enhanced colors,tired all the time, blurry vision, extreme sensitivity to light and sound, insomnia and drunk feeling caused weak immune system, brief speedy moments periodically followed by extreme fatigue, one good day followed by three days of needing to sleep 15 hours, light headedness, loss of balance, complete loss of sex drive, void of emotion (And I am a singer songwriter, painter.)",1,0.0,0,0,0.0,0,0.0,0,3.0,snri
4803,344.0,51.0,EffexorXR.51,1.0,"extreme fatigue, lack of motivation, wanting to sleep/rest all the time, sweating, hot flashes, weight gain, headaches, short term memory lapses electric shock/brain zap feelings with even 1 missed dose.",1,1.0,0,0,0.0,0,0.0,0,1.0,snri
372,373.0,60.0,lexapro.60,2.0,"I took it before I went to bed, Days 1 & 2 were good- felt relaxed; Day 3 I was spacey, stoned; Day 4 I got severely sick: woke up at 3am sweating, diarrhea, heart racing, mind was racing (almost psychotic thoughts), had a panic attack because I was so scared, almost went to emergency room because I could not relax for 4 hours straight!",1,0.0,0,0,0.0,0,0.0,0,2.0,ssri
4568,109.0,18.0,EffexorXR.18,3.0,I am a cancer survivor.,0,0.0,0,0,0.0,0,1.0,0,1.0,snri
1916,425.0,77.0,zoloft.77,10.0,I have NO sex drive and am always tired.,1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
1357,1358.0,197.0,lexapro.197,10.0,I HATE WELLBUTRIN,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
1825,334.0,59.0,zoloft.59,6.0,My depression is not serious so it looks like I will have to go down a more natural path to help myself.,0,0.0,0,0,1.0,0,0.0,0,2.0,ssri
786,787.0,118.0,lexapro.118,3.0,This medicine is not a magic cure .,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
469,470.0,73.0,lexapro.73,8.0,I appriciate all this info.,0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
140,141.0,22.0,lexapro.22,4.0,My hair started falling out by the handful.,1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
788,789.0,119.0,lexapro.119,1.0,"Dry mouth, some sleepiness and excessive yawning.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
323,324.0,52.0,lexapro.52,4.0,I'm not sure how many days I could take of this.,0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
5039,580.0,93.0,effexorXR.93,10.0,"It comes at a price though; nothing penetrates the surface, i don't care really about anyone for more then a minute.",0,0.0,0,0,0.0,0,0.0,1,3.0,snri
714,715.0,109.0,lexapro.109,3.0,"Total loss of libido, Fogginess/Forgetfullness, Teeth clenching.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
5519,1060.0,164.0,effexorXR.164,6.0,That is the only medication I take.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
3648,896.0,119.0,cymbalta.119,2.0,"Long term: extremely graphic nightmares, night sweats(especially in winter), 30 lb.",1,0.0,0,0,0.0,0,0.0,0,3.0,snri
5831,1372.0,207.0,effexorXR.207,3.0,"this one works best, hands down.",0,0.0,1,0,0.0,0,0.0,0,5.0,snri
5649,1190.0,180.0,effexorXR.180,2.0,"I do sweat like a pig at night, am very flat emiotionally and have zero sex drive, which is good, because it also keeps my johnson from working very well.",1,0.0,0,1,0.0,0,0.0,0,5.0,snri
5623,1164.0,178.0,effexorXR.178,4.0,I was worried about coming off it so I timed it so I had a week booked off work for it.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
6004,1545.0,228.0,effexorXR.228,14.0,I have not had to increase my dosage as of yet.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
3868,1116.0,148.0,cymbalta.148,1.0,"dry mouth(first couple days), tremors(spasms), sleeping more, loss of energy, sweating, lost interest in sex because had trouble climaxing.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
406,407.0,66.0,lexapro.66,2.0,10mg dose is more than enough .,0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
4337,1585.0,216.0,cymbalta.216,20.0,Some of the other meds I take also effects and raises serotonin levels so that may make a difference.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
1004,1005.0,152.0,lexapro.152,4.0,Wellbutrin helped immediately to let me think entire thoughts again (without interruptions in my thinking because I felt so sad.),0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
4899,440.0,69.0,EffexorXR.69,3.0,"if i missed more than two doses in a row i'd be a total mess, 300mg daily.",0,1.0,0,0,0.0,0,0.0,0,2.0,snri
890,891.0,135.0,lexapro.135,1.0,"vivid dreams, no sex drive, dry mouth, i get sick when i drink alcohol.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
3613,861.0,114.0,cymbalta.114,3.0,I was hit with a lot of side effects of Cymbalta.,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
3747,995.0,132.0,cymbalta.132,8.0,As a result I am afraid of coming off the medication.,0,0.0,0,0,0.0,0,0.0,1,3.0,snri
5700,1241.0,189.0,effexorXR.189,9.0,I don't even want to think of the darkness that could take me to.,0,1.0,0,0,0.0,0,0.0,0,5.0,snri
2390,899.0,158.0,zoloft.158,1.0,"mild, a little dizzy at first!",1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
4866,407.0,62.0,EffexorXR.62,9.0,"At least i finally managed to get some sleep last night, with the help of 2 stillnox tablets.",0,0.0,0,0,0.0,0,0.0,1,1.0,snri
42,43.0,5.0,lexapro.5,3.0,I would not suggest taking this medication.,0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
5851,1392.0,210.0,effexorXR.210,3.0,I've tried many other medications and this is the only one that has ever worked.,0,0.0,1,0,0.0,0,0.0,0,5.0,snri
303,304.0,46.0,lexapro.46,6.0,"Prior to taking this medication I was not much of a drinker, and now that Im off it I'm not either.",0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
5544,1085.0,168.0,effexorXR.168,2.0,I seem to be quite fortunate.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
4689,230.0,36.0,EffexorXR.36,3.0,This drug should not be given to anyone without the doctor notifying family/friends of potential side effects.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
664,665.0,101.0,lexapro.101,12.0,It was horrible.,0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
1177,1178.0,176.0,lexapro.176,2.0,I have only been taking lexapro for three weeks but I am thrilled with the results so far.,0,0.0,1,0,0.0,0,0.0,0,5.0,ssri
3878,1126.0,149.0,cymbalta.149,4.0,My daily dosage is 60mg ,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
1947,456.0,85.0,zoloft.85,4.0,"The depression lifted a bit but the anxiety, head pressure, dizziness, insomnia were unbearable.",1,0.0,1,0,1.0,1,0.0,0,3.0,ssri
3703,951.0,125.0,cymbalta.125,7.0,"I've been going down 5 mg at a time a week at a time, and even so I've had withdrawls.",0,1.0,0,0,0.0,0,0.0,0,3.0,snri
1473,1474.0,217.0,lexapro.217,2.0,Lexapro has given me my life back.,0,0.0,1,0,0.0,0,0.0,0,5.0,ssri
5485,1026.0,159.0,effexorXR.159,5.0,I was here looking for anyone who sensed the drug was moving them towards taking a higher dose (one friend suggested this might be the problem).,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
2132,641.0,114.0,zoloft.114,2.0,weight loss/maintenance.,1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
1026,1027.0,154.0,lexapro.154,3.0,If you can tough it out for the first couple of weeks with the side effects.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
961,962.0,144.0,lexapro.144,2.0,felt more motivated Daily.,0,0.0,1,0,0.0,0,0.0,0,4.0,ssri
2009,518.0,93.0,zoloft.93,5.0,So they work just don't abuse them or get blinding drunk as trying to kill yourself happens.,0,0.0,1,0,0.0,0,0.0,0,3.0,ssri
2149,658.0,116.0,zoloft.116,9.0,"I must say that I noticed a dramatic difference- I'm always tired because of night shift, but I feel NO depression.",0,0.0,1,0,1.0,1,0.0,0,4.0,ssri
4304,1552.0,214.0,cymbalta.214,1.0,Loss of appetite and weight (5 lbs in a month).,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
2338,847.0,146.0,zoloft.146,2.0,"It did help me with my depression and suicidal thoughts, but I have gained quite a bit of weight.",1,0.0,1,0,1.0,1,0.0,0,4.0,ssri
4817,358.0,53.0,EffexorXR.53,5.0,"no sex drive, weight gain, o",1,0.0,0,0,0.0,0,0.0,0,1.0,snri
304,305.0,47.0,lexapro.47,1.0,"weight gain, ",1,0.0,0,0,0.0,0,0.0,0,2.0,ssri
1440,1441.0,211.0,lexapro.211,1.0,"naseau, tiredness,.",1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
1496,5.0,2.0,zoloft.2,3.0,Be careful of taking this if you have bipolar disorder!,0,0.0,0,0,1.0,0,0.0,0,1.0,ssri
3854,1102.0,147.0,cymbalta.147,1.0,"Yawning, which subsided after a few weeks.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
916,917.0,139.0,lexapro.139,5.0,"After about 4 months of being off, I noticed my irritability and anxiety increasing, so my new doc suggested a measly 2.5 mg dosage.",0,0.0,0,0,1.0,1,0.0,0,4.0,ssri
5157,698.0,111.0,effexorXR.111,2.0,"My doctor said that Effexor would be the best drug for me since it is made to help depression and anxiety, both of which I have.",0,0.0,0,0,1.0,1,0.0,0,3.0,snri
5609,1150.0,177.0,effexorXR.177,2.0,in that time i had strange feelings almost like i was on a high at times.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
1624,133.0,22.0,zoloft.22,2.0,auditory hallucinations everyday!,1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
4768,309.0,47.0,EffexorXR.47,6.0,When I finally went to the doctor and demanded to be taken off of Effexor she started to slowly decrease the dose.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
821,822.0,122.0,lexapro.122,5.0,If I take the medicine at night I won't go to sleep.,1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
4282,1530.0,210.0,cymbalta.210,14.0,Good luck to you all!,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
1354,1355.0,197.0,lexapro.197,7.0,With my depression everything stays jumbled up in my head and Lexapro helps me sort it all out.,0,0.0,1,0,1.0,1,0.0,0,5.0,ssri
5528,1069.0,166.0,effexorXR.166,5.0,The increased sexual pleasure only lasted for a couple weaks.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
850,851.0,130.0,lexapro.130,3.0,"I started this six months ago amidst a battle with depression, in addition to having bulimia and trichotillomania.",0,0.0,0,0,1.0,1,0.0,0,4.0,ssri
1000,1001.0,151.0,lexapro.151,3.0,"Improvement in my morale has been great, I feel like my old self again!",0,0.0,1,0,0.0,0,0.0,0,4.0,ssri
4352,1600.0,219.0,cymbalta.219,3.0,"Unfortunately, those symptoms have not improved.",0,0.0,0,0,0.0,0,0.0,1,5.0,snri
18,19.0,2.0,lexapro.2,7.0,it's no better than placebo at treating any mental health condition.,0,0.0,0,1,0.0,0,0.0,0,1.0,ssri
1637,146.0,25.0,zoloft.25,3.0,Am now on my fifth and final attempt to quit.,0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
1667,176.0,32.0,zoloft.32,2.0,I went to doctor for my acid reflux and as it turned out he prescribed this poison to me without even telling me what this shit is and what does it do to my body.,1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
493,494.0,78.0,lexapro.78,3.0,Having trouble falling asleep and staying asleep already.,1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
5050,591.0,94.0,effexorXR.94,4.0,Emotionally much better and able to function but getting depressed about the side effects.,1,0.0,1,0,0.0,0,0.0,0,3.0,snri
4673,214.0,32.0,EffexorXR.32,4.0,im gradually coming off of it now and i never wanna hear about it again.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
4238,1486.0,204.0,cymbalta.204,4.0,I gradually worked up to 30 mg a day.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
5810,1351.0,204.0,effexorXR.204,10.0,When friends ask about it.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
687,688.0,105.0,lexapro.105,1.0,"sweating, not able to stay asleep through the night, dry skin and hair, constant licking my lips ( pill rolling) as its called, tingling body experience, ring in ears, headaches.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
4675,216.0,33.0,EffexorXR.33,2.0,Then side effects made me feel like hell.,1,0.0,0,0,0.0,0,0.0,0,1.0,snri
1608,117.0,18.0,zoloft.18,3.0,"I see Zoloft works for some people, it's scary to think how different we all react to this widely prescribed drug!",0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
5004,545.0,86.0,effexorXR.86,4.0,I've read enough posts that I think I need to just get through the hell of the first two weeks and then move up to 75 mg and see what happens.,0,0.0,0,0,0.0,0,0.0,1,3.0,snri
4375,1623.0,221.0,cymbalta.221,9.0,"Nausea is pretty much gone, and my sleep pattern seems to be normalizing now.",1,0.0,0,0,0.0,0,0.0,0,5.0,snri
1009,1010.0,152.0,lexapro.152,9.0,Psychiatrist disagrees with my approach and says Lexapro is a drug for life.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
3610,858.0,113.0,cymbalta.113,6.0,"I was able to function physically like a normal human being again for the first time in years, but I had no emotion whatsoever.",1,0.0,1,0,0.0,0,0.0,0,3.0,snri
1092,1093.0,163.0,lexapro.163,7.0,"I continue to take Lexapro, as I said I am not as easy going if I miss several doses.",0,1.0,1,0,0.0,0,0.0,0,4.0,ssri
1327,1328.0,194.0,lexapro.194,1.0,First three days of taking Lexapro to made my head feel like it was going to blow up.,1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
1677,186.0,35.0,zoloft.35,6.0,I am concerned about side effects that I will have when I stop taking it.,0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
1999,508.0,92.0,zoloft.92,1.0,"dry mouth, increased sweating, sexual problems (libido and ability).",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
1310,1311.0,191.0,lexapro.191,3.0,changed my life,0,0.0,1,0,0.0,0,0.0,0,5.0,ssri
1987,496.0,90.0,zoloft.90,1.0,"Lack of ability to obtain erection (before taking, it was almost as if I could just think about something sexual to obtain erection, now my girlfriend and I both need about 10 minutes of heavy passionate kissing to even get horny (she is also on Zoloft now), Ejaculating problems, mainly sexual side effects.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
4602,143.0,22.0,EffexorXR.22,2.0,Worst drug i've ever had the misfortune to have prescribed to me.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
344,345.0,56.0,lexapro.56,8.0,The headaches were unbearable.,1,0.0,0,0,0.0,0,0.0,0,2.0,ssri
5047,588.0,94.0,effexorXR.94,1.0,Initially sick all of the time.,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
986,987.0,148.0,lexapro.148,7.0,I was always anti drugs.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
5389,930.0,146.0,effexorXR.146,3.0,"Sinister & negative outlook,seems to take you lower before bouncing back up.",0,0.0,0,0,0.0,0,0.0,1,4.0,snri
4741,282.0,44.0,EffexorXR.44,3.0,Took me over a month to get rid of the withdrawal.,0,1.0,0,0,0.0,0,0.0,0,1.0,snri
5350,891.0,140.0,effexorXR.140,8.0,"I have lots of neck problems (DDD, herniation, stenosis, etc) so I thought the severe pain in my hands and arms was the result of that.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
4926,467.0,74.0,EffexorXR.74,10.0,So now I begin the fun ride of withdrawal.,0,0.0,0,0,0.0,0,0.0,1,2.0,snri
5972,1513.0,225.0,effexorXR.225,1.0,"thirsty at times, no labido.",1,0.0,0,0,0.0,0,0.0,0,5.0,snri
5508,1049.0,163.0,effexorXR.163,1.0,"fatigue and sleeping around 15 hours a night and still tired, Loss of sex drive and erection problems when medication doubled from 75mg to 150)  eye site deteriated to the point I thought i needed glasses but once I took myself off the drug eye site returned to normal.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
1142,1143.0,170.0,lexapro.170,2.0,Just feeling good.,0,0.0,1,0,0.0,0,0.0,0,5.0,ssri
2358,867.0,150.0,zoloft.150,4.0,Dosage of zoloft is 50 to 150 mg range.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
1198,1199.0,178.0,lexapro.178,6.0,"Along with the ""brain zaps"" people tell about.",1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
85,86.0,13.0,lexapro.13,4.0,Can hardly even read and feel like I'm in a fog or that I'm stoned.,1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
1518,27.0,6.0,zoloft.6,2.0,My useless former doctor just dismissed my concerns.,0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
5191,732.0,115.0,effexorXR.115,2.0,I also experienced an initial period of emotional numbness by which I mean I didn't feel I was experiencing my emotions normally no matter what it was I was feeling.,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
1381,1382.0,202.0,lexapro.202,3.0,Use with a mood stabilizer if Bipolar.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
3918,1166.0,158.0,cymbalta.158,1.0,"little sleepy at first, then dosage was increased from 30mg to 60 mg after the first week & I felt better.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
4084,1332.0,179.0,cymbalta.179,6.0,"Be careful coming off this, it is a very powerful drug.",0,0.0,0,0,0.0,0,0.0,1,4.0,snri
1014,1015.0,153.0,lexapro.153,2.0,The first time I took Lexy (10 mg) was terrifying.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
128,129.0,21.0,lexapro.21,3.0,"It hurt so bad, I ended up in the E,R.",1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
1364,1365.0,199.0,lexapro.199,3.0,Few months later after effexor was out of my system I tried lexapro again first at 5mg and then went up to 10mg.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
4580,121.0,18.0,EffexorXR.18,15.0,"I was shaking, I had tremors, my mind was confused, I had no logic to my scientific mind.",0,1.0,0,0,0.0,0,0.0,0,1.0,snri
