sentences,EF,INF,ADR,DI,Finding
"Actually, the first one I was ever on was Effexor, but only at 75mg A few months ago, I started taking Effexor XR, this time a 300mg, and I can finally notice a significant improvement.",1,0,0,0,0
"I'm a stay-at-hme-dad of toddler & infant and am glad that I'm not depressed with anxiety while raising them, That said, I can't wait until I'm ready to stop, WEIGHT GAIN: 6,7%",1,0,1,1,0
"The one and ONLY complaint is this horrible taste in my mouth- tastes metallic, and bitter, a secretion under my toungue.",0,0,1,0,0
"i stopped taking the lexapro, the anxiety has lightened a little bit, but the crying hasn't.",0,0,1,0,0
"I also found that after the initial period of appetite & weight loss, my appetite went back to normal & I have since gained quite a bit of weight.",1,0,1,0,0
"I insisted that 30mg was working wonders, and he reluctantly prescribed a 2 week course at 30mg Well, that's where I've remained for 3 months now.",0,0,0,0,0
These I can tolerate.,0,0,0,0,0
I want to share with You a review of a remedy that does not help me in the treatment of colds.,0,1,0,1,0
"He helped me three times, and then stopped helping.",1,1,0,0,0
"This is a BAD drug, they should have better warnings about the side effects.",0,0,0,0,0
I wound up cutting my arm 3 times and needed 31 stitches!,0,0,0,0,0
MOST IMPORTANLY - IT HAS HELPED ME FEEL LESS DEPENDENT TO other pharmaceuticals(I have cut down the doses of my sedative-hypnotic-ZOPICLONE and stimulant-RITALIN) and i gave my doctor back the 2mg Valiums that I have been taking for 7 years out of my own accord.,1,0,0,0,0
"I've lost weight, increased activity, done better at work and get out and do things.",1,0,0,0,0
(which was good),0,0,0,0,0
"Felt normal for about 8 months, and then I felt nothing.",1,1,0,0,0
started at 10 then 20)  looking forward to future increased effects and hopefully some weight loss and HOPEFULLY the swallowing thing will go away.,0,0,0,0,0
Expected from the digestive tract(diarrhea) but everything is fine.,0,0,0,0,1
It seems only a VERY TOXIC drug would have this side effect.,0,0,1,0,0
"Both of THEM: up to 3 in one eye, at about 2 am, a strong heartbeat and fever began, by 5 am I managed to fall asleep, but I had a feeling that I was half asleep and had terrible nightmares.",0,1,1,1,0
"Severe stomach cramps, upset stomach, dizziness, spacey.",0,0,1,0,0
This med has really helped me.,1,0,0,0,0
It has very mild side effects when starting or stopping.,0,0,1,0,0
Had a red throat and a fever.,0,0,0,1,0
Zoloft is the way to go.,1,0,0,0,0
"On 60 mg, I was irritated with my boyfriend when he wasn't being irritating at all.",0,0,1,0,0
everything I mentioned to the point where I can't function.,0,1,0,0,0
I have been on wellbutrin before and the side effects were bad but did wear off after about a mont,0,0,0,0,0
awful awful medication.,0,0,0,0,0
I think I may have to have my dosage up'd to the next level because the bad dreams and sudden outbursts are coming back I've noticed.,0,1,0,1,0
"My God, I wasn't in this bad of shape before I started taking the drug!",0,1,0,0,0
"First Month: Insomnia, Constipation, Nausea, Exhaustion, Severe Withdrawal with missed dose.",0,0,1,0,0
"I was in shock, I had never seen a nightmare before, to have a fever and panic terror.",0,0,1,0,0
"I stuck with it, and now I am realizing what a sad, pathetic, lonley, afraid, antisocial, hermit I used to be.",0,0,0,1,0
"It is better to use proven folk remedies: honey, rose hips, raspberries,... Maybe it is individual, but we did not approach the syrup, we will not take more and do not recommend it.",0,1,0,0,0
i have no sex drive.,0,0,1,0,0
"extreme ongoing and continual nausea, delayed orgasm, numb hands & feet.",0,0,1,0,0
my slowed mindset has prevented excessive worrying which caused my feeling sad and pessimistic in the first place.,0,0,1,1,0
I'm surprised that there were any positive ratings.,0,0,0,0,0
I was only on it for about 5 months.,0,0,0,0,0
"After going through the entire endocrine system, ie: do you have diabetes, etc He decided to change me back to Pristiq.",0,0,0,0,0
"And so the drug is very good and, importantly, not very expensive.",1,0,0,0,0
"Before taking Lexapro, I was having panic attacks at least twice a week.",0,0,0,1,0
Took it in the evening and experienced nausea and drowsiness.,0,0,1,0,0
I am now 10 days completely off and OMG is it rough.,0,0,0,0,0
Feeling this out of control is scary. ,0,0,1,0,0
This drug is the devil.,0,0,0,0,0
"It is a pity, no help was given, the disease progressed.",0,1,0,0,0
I sweat a little more and my sex drive has decreased somewhat.,0,0,1,0,0
I was on zoloft 50 mg for over a year.,0,0,0,0,0
Crying bouts resume at the slightest provocation (Ask my family about the time I started crying over the breakfast tabl.,0,0,0,0,0
"I've suffered with PMDD for years, and I always know when I am about to start when the PMDD starts up.",0,0,0,1,0
I started at 37.5mg the first week then went up to 75mg and immediatly started to feel better.,0,1,0,0,0
"Initially, Lexapro seemed to agree with me except for the occasional bad nightmare, Now, after 4 years of use, I am no longer depressed, but I am exhausted all the time.",1,0,1,1,0
"It only takes 1-2 weeks to work By the way, if you want to quit this med there is only one way: Opening pills and removing a few micro-capsules every 2 weeks (let's say 20 micro-capsules).",0,0,0,0,0
"The temperature does not rise above subfibrile 37.2, but the state of health is complete rubbish.",0,0,0,1,0
I take 225 mg. of Effexor XR.,0,0,0,0,0
Decreased libido and insomnia. ,0,0,1,0,0
It happened during pregnancy cold.,0,0,0,1,0
But it all went away eventually and I started feeling great.,1,0,0,0,0
"The most striking thing about Lexapro compared to other anti-depressants I have taken is that I do not feel ""medicated"" or somehow altered.",1,0,0,0,0
"A few times I have experienced theo peripheral shadows, 1 second, then gone but I now realize what they are and they no longer scare the hell out of me.",0,0,1,0,0
Paracetamol helped for an hour and waited for its action for a very long time.,0,1,0,0,0
Currently 50mg Zoloft and 125mg Trazadone.,0,0,0,0,0
so I take Trazadone at night to help me fall and stay asleep.,0,0,0,0,0
This seemed to subside.,0,0,0,0,0
I am slowly getting my life back from severe depression.,1,0,0,1,0
"After the third day at that dose I found myself in the ER with vertigo, dizziness, tachycardia, dry mouth, nausea, and a host of other complaints.",0,0,1,0,0
"For colds is very effective, especially at its initial stage.",1,0,0,1,0
"After cancellation, the rash passed slowly.",0,0,1,0,0
"I stopped after the 2nd day, but restarted on day 4 with half a pill (5mg).",0,0,0,0,0
Have not seen major improvements yet.,0,1,0,0,0
I'm afraid to switch to another anti-depressent because the withdrawals that I've experienced from Paxil & Effexor was a nightmare and I know Zoloft has similar withdrawals.,0,0,0,0,0
"Some initial weight gain, but has now setteled down and am experiencing the reverse.",0,0,1,0,0
I am still me.,1,0,0,0,0
I am very enthused and interested in my life again.,1,0,0,0,0
Generally felt pretty dull and had no sex drive whatsoever.,0,0,1,0,0
I can't even see straight!,0,0,0,0,0
I can go out with friends again without suffering extreme anxiety I can sleep at night easily and naturally Overall it's a very good drug.,1,0,0,1,0
"I have to say, after reading this site's and others about Cymbalta, I'm a bit freaked out in switching from Zoloft.",0,0,0,0,0
"I often wonder whether these medications ""pooping out"" for about 30% of people is a clue to the underlying biological cause of depression, Ultimately, I'd like to find others that work so I can switch between them when one stops working, However, I'm yet to find another one that works.",0,0,0,1,0
"The result is money to waste (and the cost of Imunorix is quite high), the child is allergic.",0,0,1,0,0
"It is a wonderful drug, although.",1,0,0,0,0
Its been that way for as long as I can remember.,0,0,0,0,0
"I took it due to constant stress at work, which leads to insomnia and anxiety.",0,0,0,1,0
then went suicidal.,0,0,1,0,0
Possible loss of libido.,0,0,1,0,0
1 brain zapper after 10 months during a migraine headache which was a very sharp pain that radiated from my head and downmy back that was shocking and lasted a total of maybe 1 second.,0,0,1,0,0
have gained 30 lbs since I began taking this.,0,0,1,0,0
Often get restless legs syndrome with Effexor.,0,0,1,0,0
"I have tried all sorts of remedies: Herpevir, Zovirax and some other means, and the doctor recommended me to dry it with alcohol, or rather alcohol solution (by the way, it helped) at an early stage of the appearance of herpes.",0,0,0,1,0
I started 37.5mg and in a week Ill be jumping to 75mg I was so scared to take it that I delayed it because I read all the comments on this site.,0,0,0,0,0
None really.,0,0,0,0,0
Overall impression : it is really helps from viruses RATING 3 NOTE,1,0,0,0,0
Because one of the side effects is allergies.,0,0,1,0,0
major weight gain that led to high systolic blood pressure.,0,0,1,0,0
"NEVER, NEVER take this drug.",0,0,0,0,0
I have taken many drugs but Zoloft was the best for me.,1,0,0,0,0
"This stomach discomfort has faded about 75%, as my body acclimates to the drug.",0,0,1,0,0
Stopped me from thinking about suicide every single day for years.,1,0,0,1,0
It increases the effect of alcohol and caffeine so I have to be careful with those.,0,0,1,0,0
"When I don't take it, (if I miss my dose) I have difficulty sleeping.",0,0,0,0,0
extreme anxiety first 2 weeks.,0,0,1,0,0
I wanted to add some comments that I forgot.,0,0,0,0,0
Since being on Lexapro my depression has lifted.,1,0,0,1,0
No positive effect on the child's body during ARVI was observed.,0,1,0,1,0
"NO LIBIDO, anxiety, s/s of OCD ie biting nails and lips, lightheadedness/dizzy, occasional nausea.",0,0,1,0,0
I'm going to talk it over with my doctor to see what I'd like to have done.,0,0,0,0,0
I was on a 100mg dose of Zoloft prior to taking Effexor and it completely crushed my sex drive.,0,0,0,0,0
The negative obsessive thoughts playing over and over in my head have disappeared completely.,1,0,0,1,0
"THIS IS THE MEDICINE"".",0,0,0,0,0
"Night sweating happens about twice a week, and is a pretty small side effect.",0,0,1,0,0
But it seems less effective in doing so lately.,0,0,0,0,0
I also had another drink in the morning for added effect and went to work feeling refreshed.,1,0,0,1,0
"The drug glycine, 3 p. a day, I was prescribed by a doctor in combination with other drugs ( Afobazol, phenibut), to relieve stress, calm down.",0,0,0,1,0
"I want to go off, but get the ""brain zaps"" really bad, Email me, if you know of something that might help.",0,0,0,0,0
"I am now up to 200 mg per day of Zoloft and I can say I no longer dwell on certain things, but I worry about other things more.",1,0,0,0,0
Not near as good as Lexapro was when I first started taking it.,0,0,0,0,0
"nausea at first, which subsided after a couple of weeks.",0,0,1,0,0
felt more motivated Daily.,1,0,0,0,0
Didn't cry at my own sister's funeral!,0,0,1,0,0
Cycloferon was recommended to me by a doctor in complex therapy for the treatment of herpes.,0,0,0,1,0
My psych recommended increasing the lexapro dosage to deal with it.,0,0,0,0,0
lower doses helped me more than higher doses,0,0,0,0,0
IT MADE EVERYTHING WORSE.,0,0,0,0,0
"I've taken Prozac in the past, but the side effects were too much to handle.",0,0,0,0,0
She has depression and has tried many meds.,0,0,0,0,0
"There is such a taste, but there is an effect.",0,0,0,0,0
"Also, my feeling of being able to trust others improved (guess I had mild paranoia that I didnt know I had).",1,0,0,1,0
Lily had to have known about how absolutley grim the withdrawals were.,0,0,0,0,0
Started Effexor two years later and Dr. warned if stopped it might not work again.,0,0,0,0,0
"This is the worst drug ever, i'm sure i'd be better off if I'd taken cocaine or something, as it has completely ruined my life and made it worse than ever.",0,1,0,0,0
I don't think anything helps with depression.,0,1,0,0,0
I started on 75 mg then went up to 150 mg over a period of 6 months.,0,0,0,0,0
started on 20 mg and was lowered to 10 also was on the generic instead of the brand name of this.,0,0,0,0,0
"She prescribed us the drug Pantogam, told us just to drink it for better brain activity.",0,0,0,1,0
"fortunately, we didn't find any tick-borne infections.",1,0,0,1,0
"The drug Amizon really helps, which is not true of homeopathic antiviral drugs.",1,0,0,0,0
another sleepless night.,0,1,0,1,0
"Works great for my depression, but caused excessive hunger leading to a 30 lb weight gain in 2 years.",1,0,1,1,0
I think it would be good in combination with a stimulant of some kind.,0,0,0,0,0
Explained to the doctor it wasn't helping to begin with 1 month after taking it so upped the dose on me and its done nothing to really help pick me up at all.,0,1,0,0,0
In the morning it became much easier.,1,0,0,0,0
in my opinion too expensive for sea water.,0,0,0,0,0
"it is like day and night, I finally feel good again.",0,0,0,0,0
"headache on left side of head, left eye pain, numbness in face hand s arms legs, stiff neck and shoulders, vivid dreams,no sex drive.",0,0,1,0,0
"I need to wait for the perfect timing, o",0,0,0,0,0
Feeling happier.,1,0,0,0,0
"I could hardly get out of bed I would have lost my job, because I had already called in to work a bit and was unable to function before I started lexapro.",0,0,0,1,0
"Everyone knows that this remedy is used as a sedative for increased nervous excitability, irritability, sleep disorders, etc.",0,0,0,1,0
"I want to share my impression of Valerian, which not so long ago I had to drink every day at work, my nerves were so disrupted that only Valerian remained to drink.",0,0,0,1,0
"vivid dreams, clenching of the jaw, dry mouth, night sweats, interupted sleep, needing the toilet in the night, insomnia, weight gain, craving carbs, binge eating,weak joints, muscle tiredness, emotional numbness- feeling of not caring about anything or anyone,loss of labido,itching,excessive yawning and tiredness, short attention span.",0,0,1,0,0
"After the first tablet, the tooth was gone.",1,0,0,1,0
I was able to focus and concentrate and hold conversations but I just felt in a daze.,0,0,1,0,0
It is hard to buy sometimes.,0,0,0,0,0
"I promised myself that IF Zoloft worked for me, I would come back and write my experience here.",1,0,0,0,0
"But the next time (it took about six months or a little more) during an exacerbation of gastroduodenitis, the drug acts quite differently.",0,0,0,1,0
it is worth it.,1,0,0,0,0
it is how it effects the individual in different ways.,0,0,0,0,0
Dropped to 37.5 mg but having trouble coming completely off.,0,0,0,0,0
Effexor gave me back my life.,1,0,0,0,0
Am taking very slowly to get off.,0,0,0,0,0
Lexipro actually made me feel worse.,0,0,0,0,0
"dry mouth, increased sweating, sexual problems (libido and ability).",0,0,1,0,0
"When cold extracting everything, then irrigate sprayer and then buried a bit.",0,0,0,1,0
"I got SARS, bought Ingavirin in capsules at the pharmacy.",0,0,0,1,0
"Only problem is this med makes me slightly irritable to sounds, sudden talking or disturbances ever so slight as they may be while I'm trying to work.",0,0,1,0,0
"I don't feel numb to emotions at all; when I'm sad, I'm still sad.",1,0,0,0,0
Also my sex drive went from brooooom brooom to put put if any.,0,0,1,0,0
"I felt I was relatively normal, with just mild depression and anxiety, I certainly did not want to make my situation WORSE!",0,0,0,0,0
I had low blood pressure for about 2 weeks after I stopped taking it which caused me to have fainting spells.,0,0,0,0,0
"Overall impression: helped, but in a complex!",1,0,0,0,0
"I, too, have dealt with withdrawal symptoms on several occasions (prev took Effexor for ten or so years), and agree that missing a dose can turn one into Mr. Hyde.",0,0,0,0,0
"im happy with the result, is certainly worth the side affects.",1,0,1,0,0
I will have to try something else.,0,0,0,0,0
"First week - Nausea, dizziness, no appetite.",0,0,1,0,0
"After the first application, the child developed profuse rhinitis.",0,0,1,0,0
This morning my jaw felt tight and then I suddenly was hit with an overwhelming feeling of panic.,0,0,1,0,0
but am now on celexa (which has way less side effects) and clonezipam for panic attacks.,0,0,0,0,0
"Started on Effexor first hated the way it made me feel, Dr. switched me to lexapro without getting the effexor out of my system so I thought side effects were from the Lexapro and I quit.",0,0,0,0,0
"If your doctor prescribes you to take Stugeron, then do not be afraid, try, and all the side effects will bypass you.",0,0,0,0,0
"We were observed by an allergist, who prescribed us the drug as part of General therapy (they got sick with SARS).",0,0,0,1,0
"Long-term use of SSRIs (not just this one) caused Serotonin Syndrome, which included incontinence.",0,0,1,0,0
"Drastic drop in libido, profuse sweating, decreased appetite.",0,0,1,0,0
Lost 7 lbs the 3 months I was on it; must have sped up my metabolism too.,0,0,1,0,0
is that really so bad!,0,0,0,0,0
Recommend.,0,0,0,0,0
This drug should not be given to anyone without the doctor notifying family/friends of potential side effects.,0,0,0,0,0
When chicken pox (uncomplicated) - also do not use this drug at all - the body itself will cope.,0,0,0,1,0
Withdrawal (if w/o for more than 3 days).,0,0,0,0,0
"After trying all others, this drug has given me a sense of calm and feeling of contentedness that I never knew others lived with Unfortunately, I also experienced drastic wieght gain of 25 lbs within 6 months and it is still going.",1,0,1,0,0
I'm no longer worrying about the next time I'm going to get depressed or have a panic attack.,1,0,0,1,0
It wasn't until the 3rd week that I started to feel as though I had the flu.,0,0,1,0,0
"I stoped cold turkey after taking 150 ml 5 days later ended up in the ER for a suicide attempt, next day, paramedics at my house for talking suicidal thoughts, 7th day tried again spent 2 1/2 weeks in phych word.",0,0,0,0,0
"Reduced libido, some difficulty with ejaculation.",0,0,1,0,0
I started with 10mg for a few weeks.,0,0,0,0,0
Now I actually enjoy being the center of attention and even seek out new friends.,1,0,0,0,0
"Doctors dont warn you about this when throwing you on it,  My advice, dont do it!",0,0,0,0,0
Do NOT believe the MDs and pharm corp. hype and lies!,0,0,0,0,0
"I get sick quite often, and I have to somehow fight a cold.",0,0,0,1,0
I was away on travel and was without for five days.,0,0,0,0,0
"Corvalol is just an indispensable tool for nervous tension, disorders, before going to bed, my mother always dripped it into a beaker and drank it.",0,0,0,1,0
"tired all the time, no sex drive, unable to reach orgasm, didn't care about a thing, And, if you think the side effects are hell, just wait until you try and go off it,  OMG, the nightmares, the insane DIZZINESS, the brain ""SHOCKS"" .",0,0,1,0,0
"So in our case, the use of Anaferon was completely inconclusive, but I was hoping that the child may hurt less, or at least in a mild form to transfer, but alas, the miracle did not happen.",0,1,0,0,0
Finally my Dr. switched me to Lexapro.,0,0,0,0,0
"I wonder if anyone has figured out how to find the return of the ""fun and ""carefree"" side of themselves?",0,0,0,0,0
"The result: the drug works, but this work and its consequences - the enemy does not want!",0,0,0,0,0
"I was able before last night to take it at bedtime and fall asleep, last night I had to take a tiny bit, less than 1/8 ativan to get to sleep.",0,0,0,0,0
"This is a joint ache and fever, as well as a depressive state, which can be all the time while the treatment lasts.",0,0,1,0,0
It's horrifying!,0,0,0,0,0
"spaced out, difficulty sleeping, headaches(shocks), night sweats.",0,0,1,0,0
I wasn't really depressed.,1,0,0,0,1
"This drug significantly eases the condition of the body, everything flows easier, and my husband and I were on the mend faster.",1,0,0,0,0
Nausea and stomach cramping the first couple of days; was somewhat better if I ate small amounts of food frequently.,0,0,1,0,0
Some bouts of sudden depression and anxiety while on it.,0,1,1,0,0
Think the diagnosis of cancer plus going off my progesterone threw me into depression again.,0,0,0,0,1
Definately not weight gain.,0,0,0,0,0
"From my own experience, these pills are effective if you start taking them at the first sign of a virus.",1,0,0,0,0
"I have either a feature of the body, or a lack of vitamins, but in the spring I get a cold more often than at any other time of the year.",0,0,0,1,0
Inability to Ejaculate during sex.,0,0,1,0,0
"Like all drugs of this type, Lemsip can not cure colds and even more so the flu, but it can remove the symptoms of these diseases and return to normal life.",0,0,0,1,0
I missed a couple once and the side effects are the worst I have ever encountered from my many medications I have taken over the course of 30 years with this disorder.,0,0,0,0,0
Used as prescribed by a doctor.,0,0,0,0,0
"isnt telling me, or is it time to quit and change?",0,0,0,0,0
Constant bad headaches and nauseau.,0,0,1,0,0
"Restlessness, anxiety, persistent thoughts of death and suicide.",0,0,1,0,0
I as soon as I see that there were snot and cough immediately send my husband for Laferobion.,0,0,0,1,0
But all in all it wasn't too bad.,0,0,0,0,0
"Insomnia, tension, somnolence, loss of memory, jaw movements.",0,0,1,0,0
I'm a nurse who works on nightshift.,0,0,0,0,0
Even cutting the dose in half caused me to have SEVERE shocks all day long.,0,0,0,0,0
"my arms felt like needles are poking them, Felt like a knife in my shoulder, I got chills easily, felt like my legs were not getting enough circulation, it felt like my blood had carbonation in it!",0,0,1,0,0
"I'm lucky to have great success with it, Reading others' entries, it's obvious everyone's experience will be different, and you can't predict your own body's response based on others' responses.",1,0,0,0,0
I continued to take effexor until I found the information about the,0,0,0,0,0
"The temperature has already passed, but I went to take tests) They found Staphylococcus aureus.",0,0,0,1,0
The second time the daughter's temperature rose sharply.,0,0,0,1,0
I wanted to die.,0,0,0,0,0
Keep in mind.,0,0,0,0,0
went from effexor to cymbalta.,0,0,0,0,0
I also ended up getting a blood clot in my right leg and was put in the hospital for that also.,0,0,0,0,1
TODAY I'd like to know if my recent muscular twitches are related to this medicine.,0,0,0,0,0
I took isoprinosin as prescribed by a gynecologist for the papiloma virus.,0,0,0,1,0
"It absolutely does not bring down the temperature of 39, and other flu symptoms do not remove, there is no relief.",0,1,0,1,0
I am planning to switch back to  Wellbutrin SR as soon as I can get to my doctor.,0,0,0,0,0
I have been committed 3 times in the last 2 years.,0,0,0,0,0
Good day to all.,0,0,0,0,0
(This was 10 years ago) and I have much better anti depressants since then.,0,0,0,0,0
it's no better than placebo at treating any mental health condition.,0,1,0,0,0
I have brain zaps that feel like electrical shocks and result in jerking and spasms.,0,0,0,0,0
I was worried about coming off it so I timed it so I had a week booked off work for it.,0,0,0,0,0
"The disease receded a little, but then came with a new force and no longer what Aflubin """" did not help (although we drank it for prevention for a whole month).""",0,1,0,1,0
"Am wondering how long it takes to ""kick in""?",0,0,0,0,0
"At 20 mg, depression was completely under control, but had weight gain and mild insomnia, o",1,0,1,1,0
ALL of the aforementioned side effects plus I feel like I have the flu.,0,0,0,0,0
Nails have gone hard.,0,0,0,0,0
"On 300mg: crazy dreams, periods of night sweats, constipation, decreased short term memory, decreased attentiveness.",0,0,1,0,0
I havent been on this long was taking 100mg but cut it in half.,0,0,0,0,0
It didn't alleviate my depression or anxiety,0,1,0,0,0
"Hips hurt joints in feet snap crackle and pop, from time to time dizziness and headache.",0,0,0,0,0
"Eight years ago, I was very concerned about rhinitis of unclear etiology and the immunologist prescribed me a super effective hypoallergenic drug Polyoxidonium for instillation in the nose.",0,0,0,1,0
Positive attitude.,1,0,0,0,0
Weight gain.,0,0,1,0,0
I love my zoloft.,1,0,0,0,0
I plan on embracing this drug as long as I need to,0,0,0,0,0
My weight has been the same during the entire time I have been on Cymbalta.,0,0,0,0,0
"suicidal thoughts, mood swings, difficulty to concentrate.",0,0,1,0,0
Unless you want to be a walking zombie,0,0,1,0,0
"After nearly a year, I started to feel very very weak and easily tired.",0,0,1,0,0
"I liked cyclopheron, it really put me on my feet in a couple of days.",1,0,0,0,0
Very costly.,0,0,0,0,0
My mood is definitely lifted although my energy is really low.,1,1,0,1,0
Does not happen much and is not noticable.,0,0,0,0,0
"Extreme fatige,sweating,nightmares and that was just the beginning.",0,0,1,0,0
this drug sucks.,0,0,0,0,0
"sleeping alot about 12hours a day, coffee doesnt keep me awake anymore.",0,0,1,0,0
Depression is gone.,1,0,0,1,0
"Social, happy to have company, emotionally well & stable, Again, woke up at 4am (no anxiety) for no reason but fell asleep an hour later.",1,0,0,1,0
I don't recommend it.,0,0,0,0,0
"In fact, because of Cymbaltas adverse emotional reactions, the inherent inability to get an erection or orgasm that is more the norm in other SSRI medications appears to be even worse with this one.",0,0,1,0,0
My fiance of 5 years dumped me with no warning and went back to his x-wife.,0,0,0,0,0
Changed my life for the better in all ways.,1,0,0,0,0
"And I with herpes is not helped in any way(constantly pours it on hand), as were rash and mean, even during the reception was there.",0,1,0,1,0
"Worse trying to go off it, so I'm still on it.",0,0,0,0,0
"I NEVER thought I'd see the ocean again, already have a reservation for 5 days next summer.",0,0,0,0,0
"started on 37.5mg about 3 years ago, I am now on 225mg, whenever dose is increased I begin to have severe tiredness, sleeping for 12-16 a night!",0,0,1,0,0
Redness may occur within a few days at the injection site.,0,0,1,0,0
has aken away all my anxiety and depression.,1,0,0,1,0
Lack of appetite for 2-3 days!,0,0,1,0,0
Perhaps this is what Hollywood could use - keep a dream journal; you never know!,0,0,0,0,0
"I always take it just in case, because for some time now, my daughter has been suffering from atopic asthma.",0,0,0,0,1
I had so many of the frightening effects alot of you mentioned.,0,0,0,0,0
I really feel like I've taken control of my life again.,1,0,0,0,0
10mg dose is more than enough .,0,0,0,0,0
Completely worth it to feel better!,1,0,0,0,0
"I tried to give separately as prevention, eat the whole pack, and it's meaningless, and are not cheap.",0,1,0,1,0
"Personally, I felt the same way about Anaferon until I encountered a tick bite in the summer.",0,0,0,1,0
Its a very effective drug if its used to combat the right cause.,1,0,0,0,0
"Much improvement from the suicidal ideation, dysphoria, depression.",1,0,0,1,0
The course consisted of 10 injections and the result was noticeable almost immediately.,1,0,0,0,0
"Dilute better hot, not not boiled water.",0,0,0,0,0
The food I used to avoid I LOVE now.,1,0,0,0,0
Will report if it gets any better.,0,0,0,0,0
even though zoloft worked well for so long i have wanted to go off for years due to trendyness/social stigma and belief that i should be able to handle this w/o meds but have had much trouble with the withdrawal the 2 times i tried.,0,0,0,0,0
"I have had all kinds of blood work done, and my tests are all normal, so I think it has to be the Effexor.",0,0,0,0,0
"I'm tapering it off now, though.",0,0,0,0,0
Apparently there is a limit!,0,0,0,0,0
I work in the medical field and truly wish I would have done more research instead of just trying the newest drug that hit the market.,0,0,0,0,0
"Lethargy, lack of concentration, brain zaps, nausea.",0,0,1,0,0
"Immediately after the vaccination, the child's eyes gathered in a heap... After 3 hours, the temperature rose, but it was flowers... Temp.",0,0,1,0,0
We have SARS lasts the same time as those who drink the cream.,0,0,0,1,0
My grandmother also said that it seemed to help her-her brain seemed to work better and became a little calmer.,1,0,0,0,0
I would not recommend this medication for anyone who has a sensitive system like me.,0,0,0,0,0
It helpped me to feel the appropriate feelings for a situation instead of the all consuming feelings of doom and self loathing.,1,0,0,1,0
"Every now and then I get a whiff of something, but it hasn't stayed.",0,0,0,0,0
"People, when it is bad - depression, deterioration, sleep disorders, resort to pills, with the desire to get rid of poor health.",0,0,0,1,0
"As a result, the child was cured of severe nasal congestion with sinupret and had to be given an antibiotic because the runny nose was bacterial.",1,0,0,1,0
I agree that the same tools work differently for different people.,0,0,0,0,0
The POPs don't really trust.,0,0,0,0,0
I'm still depressed pretty bad and that has yet to go away.,1,1,0,0,0
PLEASE,0,0,0,0,0
But overall im more stable.,1,0,0,0,0
"Jaw clenching, insomnia, excessive yawning, tiredness & nausea if not taken with food.",0,0,1,0,0
I was on Paxil CR b4 and wanted to kill myself and everything in my path.,0,0,0,0,0
"-it didn't work for me, but i am bipolar.",0,1,0,0,0
"The first week I was on it, I threw up every day.",0,0,1,0,0
EFFEXOR XR is good shit as far as i am concerned,1,0,0,0,0
my life will never be the same again.,0,0,0,0,0
big weight gain!,0,0,1,0,0
"I do feel more relaxed and able to handle life's ups and downs, as well as some serious family issues.",1,0,0,0,0
Haven't started therapy yet.,0,0,0,0,0
These could be dangerous.,0,0,0,0,0
"Of course, you may need to use it in combination with internal medication, but as a separate tool it didn't help us.",0,1,0,0,0
"Apparently Effexor has the highest percentage of withdrawal effects, higher than Paxil, the effe",0,0,0,0,0
We didn't know the troubles until we were 3 months old and got a pruvyvoshka from a pneumacoccal infection.,0,0,0,1,0
Cymbalta helped my life.,1,0,0,0,0
It saved my life - BUT - if you have never taken street drugs before.,1,0,0,0,0
The first time I took Zoloft was for depression and explosive anger when I was 19 and it worked like a dream.,1,0,0,1,0
Withdrawal for me is being dizzy and extremely sleepy.,0,0,0,0,0
Cymbalta is great.,1,0,0,0,0
":)But from myself I will say-Chudo talbetochki, gave halves every 12 hours at the same time for half an hour before meals-this is for those who are afraid to give small children a whole tablet at a time.",0,0,0,0,0
"I know about this ointment since childhood, because even from the time when I had a cold, I had aching pimples on my lips, herpes in other words, and my mother always came to the rescue with this ointment.",0,0,0,1,0
"My wife can tell when I am off of it, as little things will drive me nuts: barking dogs, annoying habits of others, other drivers, belligerent children.",0,0,0,0,0
"In total, money, and health is not fixed.",0,1,0,0,0
I haven't had one since I started taking it.,1,0,0,0,0
"I will also get the brain zaps, electrical shocks if I'm just lying in bed.",0,0,1,0,0
I ended up staying on a maintenance dose of half of a 37.5 mg tablet.,0,0,0,0,0
in addition to stopping caffeine on doctor's orders .,0,0,0,0,0
"One day after another cold, the doctor assigned us the antiviral drug Aflubin (Bittner) for the treatment of the older and younger child (8 months) for prevention, as a result, the daughter was in kindergarten in a week, and the youngest was not even ill, which was infinitely happy.",1,0,0,1,0
Am reassured by reading other people's comments but would like to know if anyhone else felt anything similar in first few days.,0,0,0,0,0
Quit counting yesterday at 100 by lunch time.,0,0,0,0,0
"I will say that withdrawal from Zoloft (or any SSRI) is a very unpleasant experience: severe mental confusion, and objects in your peripheral vision seem to dance about, wheel and lurch unexpectedly (not unlike the ""tracers"" of LSD).",0,0,0,0,0
I found a terrific counselor who prescribed me lexapro after informing her of my previous experiences with prozac and valium.,0,0,0,0,0
It nearly ruined my life.,0,0,0,0,0
"Initially, I did not have a very good opinion of this drug.",0,0,0,0,0
"The fatigue and sleepiness is a pain, but am willing to put up with it as it beats not being able to get out of bed.",0,0,1,0,0
It becomes much easier to breathe.,1,0,0,0,0
I believe if i took this drug any longer I would most likely gain 30+lbs real fast.,0,0,0,0,0
"In that time I had been prescribed: Seroxat, Efexor, Prosac, Prothiadin, and another whose's name I no longer recall.",0,0,0,0,0
non,0,0,0,0,0
I wanted nothing to do with him.,0,0,0,0,0
