sentences,EF,INF,ADR,DI,Finding,annotation,review_id,sentence_id,p_EF,p_INF,p_ADR,p_DI,p_Finding
"Первый раз ввести правильно не получилось, капсула очень сильно прилипла снаружи (покрытие у нее как у капсульной таблетки), еле отодрала ее от себя, потом я ее намочила водой и все получилось, при последующем использовании стала так же делать.",0,0,0,0,0,NEUTRAL,880567,5,0.10641108453273773,0.11118323355913162,0.28754517436027527,0.3741096258163452,0.3355601131916046
"После приема первые два чача легче, но потом все симптомы возвращаются.",1,1,0,0,0,EF[1]|INF[2],2447728,2,0.0748472511768341,0.08055280148983002,0.3621344566345215,0.40194466710090637,0.2502278983592987
Попробовал Ингавирин эффекта мало честно говоря.,0,0,0,0,0,NEUTRAL,2447728,1,0.011240729130804539,0.012836522422730923,0.054815057665109634,0.5601273775100708,0.2398635596036911
"Был сложный период в жизни, нервы шалили не на шутку, по ночам не спала .",0,0,0,1,0,DI[3],2538754,1,0.0028296017553657293,0.0038521909154951572,0.9817200303077698,0.03478796035051346,0.020867204293608665
"Эффект от таблеток появился уже через неделю, пропала раздрожительность, плаксивость, стала ко всему относится спокойней.",1,0,1,1,0,EF[1]|ADR[5]|DI[4],2538754,4,0.08177506923675537,0.0976255014538765,0.6864237785339355,0.3342097997665405,0.1911499798297882
"На месяц мне хватило 2х упаковок, пусть он и дороже многих успокоительных средств, но эффект от него есть.",1,0,0,0,0,EF[2],2538754,5,0.17087028920650482,0.18267102539539337,0.4775187373161316,0.3769244849681854,0.29501745104789734
Идти больницу времени на это не было.,0,0,0,0,0,NEUTRAL,2538754,2,0.02752031572163105,0.029548319056630135,0.31669333577156067,0.2708744704723358,0.17852935194969177
"Если вы хотите заново и одновременно испытать боль всех когда-либо поврежденных костей и суставов или даже просто серьёзных ушибов, то этот препарат для вас!",0,0,1,0,0,ADR[1],5326845,1,0.005887969862669706,0.007133154664188623,0.20678497850894928,0.3722798228263855,0.12717938423156738
"На третьей таблетке самое интересное началось... не сразу понял, что всё это от Ликопида, не мог поверить, но четвёртый приём 10 мг.",0,0,1,0,0,ADR[2],5326845,3,0.012241598218679428,0.014242788776755333,0.12192647904157639,0.4951723515987396,0.17686347663402557
"таблетки, убедил меня в этом и поставил жирную точку, в дальнейшем использовании препарата в том числе.",0,0,0,0,0,NEUTRAL,5326845,4,0.06759563833475113,0.0745607316493988,0.44331300258636475,0.2971574366092682,0.24907724559307098
"Через неделю приема появились необоснованные страхи, вялость, аппатия и в то же время агрессия.",0,0,1,0,0,ADR[1],563204,2,0.0034557380713522434,0.004555361345410347,0.9754915833473206,0.054066311568021774,0.018880242481827736
"Слава Богу, врач вовремя заметила, что афобазол так действует, назначила вместо него биотредин.",0,0,0,0,0,NEUTRAL,563204,4,0.0436563678085804,0.0486474446952343,0.1493390053510666,0.49672308564186096,0.3045509159564972
"Заболели всей семьёй ОРВИ, что частно случается в осенний период.",0,0,0,1,0,DI[1],2663330,3,0.05769616737961769,0.06344664096832275,0.30617469549179077,0.40502429008483887,0.22910039126873016
Тоже самое произошло с лечением препаратом Ингавирин.,0,0,0,0,0,NEUTRAL,2663330,2,0.013111180625855923,0.014769669622182846,0.07627815008163452,0.5132935047149658,0.20007681846618652
"Эргоферон мне очень нравится, как вспомогательное средство в борьбе с простудой и другими вирусными заболеваниями.",0,0,0,1,0,DI[1],656261,1,0.0930885523557663,0.09079203754663467,0.21429923176765442,0.40269604325294495,0.34690240025520325
Общее впечатление : При первых признаках простуды -эффективен.,1,0,0,1,0,EF[3]|DI[2],656261,8,0.012595091015100479,0.013432865962386131,0.19438277184963226,0.3026410937309265,0.1316467523574829
"Совершенно не удобно применять первые два-три дня, получается чуть ли не каждые два часа нужно ходить с таблеткой во рту!",0,0,0,0,0,NEUTRAL,656261,3,0.03492999076843262,0.03640730679035187,0.24213360249996185,0.36280471086502075,0.1896282285451889
"И тут недавно вычитала в статье, что в самое обычное лекарство от гриппа «Кагоцел» включили (но зачем???)",0,0,0,1,0,DI[3],2544941,4,0.01441644411534071,0.015397687442600727,0.07057792693376541,0.5006301403045654,0.2709193229675293
"контрацептив, и у некоторых мужчин возникает бесплодие навсегда.",0,0,0,0,1,Finding[2],2544941,5,0.03169669583439827,0.035038311034440994,0.28627821803092957,0.4111621081829071,0.20824165642261505
Диверсия: полечил грипп - оставайся без детей.,0,0,0,1,0,DI[1],2544941,10,0.0008743643411435187,0.0009993227431550622,0.9487942457199097,0.026266567409038544,0.010669445618987083
"Мысли про свекровь опущу, но производители просто подлость совершают.",0,0,0,0,0,NEUTRAL,2544941,9,0.006779781077057123,0.00849995482712984,0.9541581273078918,0.11241336166858673,0.04225842282176018
Весна - время простуды.,0,0,0,1,0,DI[3],913556,1,0.002284092828631401,0.0022779246792197227,0.5814993977546692,0.09019280225038528,0.03462399169802666
"Пришла с работы - слезы градом, насморк такой, что носового платка на раз не хватает.",0,0,0,1,0,DI[5],913556,2,0.0008284685900434852,0.0010488034458830953,0.9901547431945801,0.00974470004439354,0.007445862982422113
"Через три часа смогла немного дышать носом, разговаривать с домашними ""не рыдая"" и не чихая каждую минуту.",1,0,0,1,0,EF[1]|DI[2],913556,7,0.0011809439165517688,0.0014669708907604218,0.9846248626708984,0.017634978517889977,0.011380963958799839
"К вечеру следующего дня почувствовала себя более менее нормальным человеком: нос - дышит, слез - нет, температура нормализовалась.",1,0,0,1,0,EF[6]|DI[4],913556,10,0.017847761511802673,0.02116498537361622,0.6866075992584229,0.25157639384269714,0.10381302237510681
Шипучкам не очень то доверяю.,0,0,0,0,0,NEUTRAL,913556,4,0.031235486268997192,0.03283044695854187,0.15488594770431519,0.38456258177757263,0.26690369844436646
Нам не помогал.,0,1,0,0,0,INF[1],2418508,3,0.013664056546986103,0.014323451556265354,0.10043076425790787,0.3685430586338043,0.2079833596944809
"Не тратьте деньги на это неэффективное средство, мое мнение.",0,1,0,0,0,INF[2],2418508,5,0.03455742821097374,0.03529747202992439,0.3154643476009369,0.29699933528900146,0.18721376359462738
Самые эффективные это ректальные свечи Виферон.,0,0,0,0,0,NEUTRAL,2418508,6,0.006570997182279825,0.006443091202527285,0.05311456695199013,0.37735942006111145,0.15964482724666595
"Доброго времени суток всем читателям сайта ""Отзовик"") С герпесом хотя бы раз сталкивались практически все, даже если кто-то считает, что у них была просто ""простуда на губах"", я их огорчу - это был герпес.",0,0,0,1,0,DI[2],2493805,1,0.028493734076619148,0.024168331176042557,0.20183701813220978,0.27065229415893555,0.39109787344932556
"Результат тоже был как и от ацикловира, чего-то сверхъестественного не заметила, герпес длился, как обычно, четыре дня, потом попустило.",1,1,0,1,0,EF[1]|INF[4]|DI[3],2493805,6,0.10918867588043213,0.11215268075466156,0.258583128452301,0.38688424229621887,0.3788762092590332
"В аптеке рассказывали, что это противовирусный препарат нового поколения, и поможет мне буквально за сутки, чуть ли не за одно применение.",0,0,0,0,0,NEUTRAL,2493805,4,0.14201730489730835,0.14754247665405273,0.33262383937835693,0.3452320992946625,0.40168747305870056
"Но точно уверяю, что эффект свечи дали, заметно и шустро.",1,0,0,0,0,EF[1],1313539,4,0.04286965727806091,0.04436156898736954,0.500656247138977,0.2601543962955475,0.18307921290397644
"Каждую нашу простуду, зубы со всеми прилагающимися прелестями Виферон был среди наших помощников.",0,0,0,1,0,DI[2],1313539,5,0.01139011513441801,0.012199733406305313,0.1318172663450241,0.39322546124458313,0.1679072082042694
"Нормальные свечи, главное, действенные.",1,0,0,0,0,EF[3],1313539,10,0.012187064625322819,0.01230369508266449,0.20709000527858734,0.2388799786567688,0.12683339416980743
Цена у нас около 170 рублей за упаковку 10 шт.,0,0,0,0,0,NEUTRAL,1313539,11,0.02496303804218769,0.02666766569018364,0.16970203816890717,0.3987118899822235,0.18933621048927307
"Мы с сыном частенько мучаемся с синуситами, переходящими в более сложные и затяжные формы заболеваний.",0,0,0,1,0,DI[4],2695437,1,0.07127545028924942,0.07950156182050705,0.3224097490310669,0.4107898473739624,0.24902670085430145
"Сам спрей довольно резкий, жжет слизистую некоторое время после нанесения, ребенку не нравится.",0,0,1,0,0,ADR[1],2695437,6,0.16127870976924896,0.16974258422851562,0.34900176525115967,0.42112085223197937,0.3159051537513733
"Нравится, что этот препарат помимо сосудосуживающего эффекта помогает разжижать густые сопли.",1,0,0,1,0,EF[3]|DI[2],2695437,7,0.12570428848266602,0.12761354446411133,0.3687248229980469,0.3861753046512604,0.292073518037796
Время использования: несколько раз,0,0,0,0,0,NEUTRAL,2695437,9,0.0016698804683983326,0.0017944324063137174,0.9073716998100281,0.022086789831519127,0.033225782215595245
Нос с левой стороны внутри весь вспух и болел.,0,0,0,1,0,DI[1],835072,3,0.020300285890698433,0.029728705063462257,0.35251981019973755,0.4709116816520691,0.11475260555744171
"Я подумала, что герпес какой-нибудь.",0,0,0,1,0,DI[2],835072,4,0.03036777675151825,0.03233788534998894,0.12972237169742584,0.4621259272098541,0.27043262124061584
Герпес вообще заживает очень долго и мучительно.,0,0,0,1,0,DI[7],835072,7,0.02361290529370308,0.029087835922837257,0.14570215344429016,0.5224763751029968,0.20375381410121918
Утром полегче стало.,1,0,0,0,0,EF[3],835072,9,0.023037198930978775,0.026996135711669922,0.38297221064567566,0.33721014857292175,0.1340290904045105
"Смягчило, воспаление стало поменьше.",1,0,0,1,0,EF[8]|DI[6],835072,10,0.05263473838567734,0.06506216526031494,0.4534822106361389,0.3792576789855957,0.17771966755390167
С герпесом вообще бороться очень тяжело и дорого.,0,0,0,1,0,DI[5],835072,13,0.01649044081568718,0.01971902698278427,0.09683553874492645,0.5696613788604736,0.20780225098133087
Побочных эффектов и аллергических реакций у меня не было.,0,0,0,0,1,Finding[4],835072,15,0.14174699783325195,0.15049314498901367,0.4016474485397339,0.39500778913497925,0.2907980680465698
Но одного раза недостаточно.,0,0,0,0,0,NEUTRAL,835072,11,0.07823365181684494,0.08027226477861404,0.47674545645713806,0.29906174540519714,0.18944498896598816
"В первый раз ребёнок пил ""Амизончик"" как противовирусное, и антибиотик, так как лечили бронхит, но у ребёнка началась диарея, и врач заменила антибиотик и отменила Амизончик.",0,0,1,1,0,ADR[5]|DI[6],2633533,2,0.05613671988248825,0.05332014709711075,0.1553109586238861,0.4071173071861267,0.3549264073371887
"Но спустя несколько месяцев мы заболели ОРВИ и нам снова назначают Амизончик, первые два дня никаких побочек не было, но на третий день у дочки началась диарея.",0,0,1,1,0,ADR[1]|DI[3],2633533,4,0.04519422724843025,0.04931348189711571,0.1975158303976059,0.45569559931755066,0.2815602123737335
"Так как в этот раз антибиотика не было, больше всех под сомнение попал Амизончик, как только я перестала его давать ребёнку, диарея прекратилась.",0,0,1,0,0,ADR[2],2633533,5,0.058989375829696655,0.0661306157708168,0.20958779752254486,0.4613156318664551,0.30168408155441284
"В нашем случае Амизончик, не только не помог как противовирусное средство, но и подпортил ЖКТ.",0,1,0,0,0,INF[4],2633533,6,0.049466077238321304,0.050068970769643784,0.15650323033332825,0.44010692834854126,0.2862183153629303
Применяла данный препарат исключительно по назначению врача.,0,0,0,0,0,NEUTRAL,2633533,1,0.06217064708471298,0.06371738016605377,0.2613966763019562,0.37110447883605957,0.2434510886669159
Ожидала со стороны ЖКТ(диарею) но все в порядке.,0,0,0,0,1,Finding[3],862550,2,0.023321881890296936,0.027828725054860115,0.11656388640403748,0.5611242055892944,0.24522274732589722
"Болят суставы, плечи, пальцы, сначала думала ""отлежала"", но они то пройдут, то снова заболят.",0,0,1,0,0,ADR[2],862550,3,0.013438580557703972,0.01811397261917591,0.7840224504470825,0.258655846118927,0.10867968201637268
"Раньше же я не отлеживала суставы плеч ежедневно))) Температура высокая не поднимается, лишь с первого дня приема в глазах песок, не высыпаюсь, т. е. общая слабость.",0,0,1,0,1,ADR[4]|Finding[1],862550,4,0.0036210299003869295,0.004855760373175144,0.9714347124099731,0.1056753396987915,0.0371239148080349
"Думаю что это все можно перетерпеть ради эффекта, который ожидаю) Общее впечатление : Пока эффект непонятен",0,0,0,0,0,NEUTRAL,862550,5,0.594680666923523,0.4584974944591522,0.587643027305603,0.2794870436191559,0.7807639837265015
Хорошо помогает при первых симптомах простуды и гриппа.,0,0,0,1,0,DI[2],2420568,1,0.030334768816828728,0.033968158066272736,0.18489675223827362,0.43248987197875977,0.20610551536083221
При первом же недомогании пошла в аптеку.,0,0,0,1,0,DI[4],2420568,2,0.02892829105257988,0.03399395942687988,0.34266868233680725,0.34739476442337036,0.17707198858261108
"Но через час после приема почувствовала значительное улучшение состояние здоровья (прошел озноб и жар, усталость).",1,0,0,1,0,EF[3]|DI[1],2420568,5,0.042732205241918564,0.05105210840702057,0.6059309244155884,0.3390323519706726,0.15509460866451263
Рекомендую.,0,0,0,0,0,NEUTRAL,2420568,6,0.15098726749420166,0.15980449318885803,0.45315295457839966,0.3534499704837799,0.2868269383907318
"Первый раз нам выписали энцефабол в возрасте 2 месяца, так как у ребенка была родовая травма.",0,0,0,1,0,DI[1],1740396,1,0.059754401445388794,0.06356477737426758,0.17483501136302948,0.46394991874694824,0.33821752667427063
"И вы знаете, помогло.",1,0,0,0,0,EF[6],1740396,3,0.11615852266550064,0.12046466767787933,0.3318490982055664,0.4030427634716034,0.29979825019836426
Следующее узи показало полный порядок.,1,0,0,0,0,EF[5],1740396,4,0.01611112616956234,0.019549483433365822,0.47805994749069214,0.26013273000717163,0.10028041154146194
"Второй раз энцефабол выписали уже в возрасте 2,5 года при задержке речевого развития, причем дозу даже меньшую, чем мы пили в два месяца.",0,0,0,1,0,DI[3],1740396,5,0.040122516453266144,0.04298202320933342,0.1766057163476944,0.4489164352416992,0.29413041472435
"Результаты стали видны через две недели, каждый день начали появляться новые слова, но был один момент.",1,0,0,0,0,EF[2],1740396,7,0.017753787338733673,0.022202854976058006,0.9077572226524353,0.12428560107946396,0.07239772379398346
"Ребенок и так неусидчивый и неспокойный, а тут как с ума сошел, бесится, истерит, никого не слушает.",0,0,1,0,0,ADR[4],1740396,8,0.08530592918395996,0.10514994710683823,0.7226815223693848,0.36527219414711,0.23638510704040527
"В саду воспитатели жалуются, да и мы дома не можем справиться.",0,0,0,0,0,NEUTRAL,1740396,9,0.06171982362866402,0.0661073625087738,0.2883964478969574,0.3940541744232178,0.2804139256477356
"Но как защититься от неё в самом начале, чтобы не пришлось потом долго лечиться от гриппа, ОРЗ, ОРВИ, а в особенности защитить детей, которые ещё и в рот тянут всё подряд) Рекомендую мазь Лубныфарм ""Оксолин"".",0,0,0,1,0,DI[2],2445904,2,0.0072579216212034225,0.006941638421267271,0.05016051605343819,0.39554211497306824,0.26501429080963135
"Она недорогая, простая в применении - всего лишь смазать внутри носа перед выходом из дома, и путь вирусной инфекции в организм закрыт) Ещё ею можно мазать герпетическую сыпь, особенно в комплексе с противовирусными таблетками.",0,0,0,1,0,DI[1],2445904,3,0.03153863176703453,0.03304102271795273,0.25145599246025085,0.3706495761871338,0.2328537553548813
"А вообще, вещь в зимней аптечке просто незаменимая)",0,0,0,0,0,NEUTRAL,2445904,5,0.20664577186107635,0.20631590485572815,0.46789246797561646,0.2886597216129303,0.5227104425430298
"Снотворным Рубикон ""Меласон"" я пользуюсь в то время, когда бывают трудные, напряженные дни и бывает порой такое, что трудно заснуть по ночам.",0,0,0,1,0,DI[3],2661222,1,0.09080475568771362,0.09997549653053284,0.5913382172584534,0.3373476564884186,0.33654898405075073
"Как я заметила, после приема снотворного можно быстро заснуть.",1,0,0,1,0,EF[6]|DI[4],2661222,3,0.11464476585388184,0.12327777594327927,0.4272875487804413,0.3977621793746948,0.26211312413215637
"Кроме применения лекарственнных препаратов, вечером, перед сном я стараюсь успокоиться, снять эмоциональное напряжение.",0,0,0,1,1,DI[7]|Finding[8],2661222,4,0.037787605077028275,0.046946700662374496,0.7367221117019653,0.2751825153827667,0.13076642155647278
"Проветриваю комнату, немного прогуливаюсь перед сном и если плохо засыпаю, то принимаю снотворное, которое способствует хорошему сну.",1,0,0,1,0,EF[1]|DI[2],2661222,5,0.007372620049864054,0.00855359435081482,0.8192101716995239,0.12057356536388397,0.05640852823853493
"Вообще, если есть проблемы с бессонницей, то следует обратиться к невропатологу.",0,0,0,1,0,DI[5],2661222,6,0.039624884724617004,0.0448109433054924,0.21524262428283691,0.45533886551856995,0.2288358509540558
"Конечно, это плохо отображается на общем самочувствии, настроении и работоспособности.",0,0,0,0,0,NEUTRAL,2661222,2,0.004313277080655098,0.005785384215414524,0.9741365909576416,0.05176456272602081,0.02197430655360222
"Моему грудному ребенку прописали свечи ректальный ""виферон"" когда у нас была температура, и врачи думали что это из-за зубов.",0,0,0,1,0,DI[7],594098,1,0.06479603797197342,0.058918774127960205,0.16845551133155823,0.3517962396144867,0.4169430732727051
"На утро у ребенка была жуткая диарея, аж попу всю проела.",0,0,1,0,0,ADR[2],594098,4,0.02867717854678631,0.034711770713329315,0.21363602578639984,0.47255614399909973,0.21455341577529907
"Жгло ей ужасно, я поняла это по тому как она бедняжка вся извивалась пока я ее подмывала.",0,0,1,0,0,ADR[8],594098,5,0.11199846863746643,0.12250203639268875,0.38267847895622253,0.3611180782318115,0.3254730999469757
А на щеках выступило какое-то высыпание.,0,0,1,0,0,ADR[5],594098,6,0.01881655491888523,0.02529146708548069,0.7613282203674316,0.2504362463951111,0.0809352919459343
"Мы сходили ко врачу и она сказала что это диатез и что это из-за свечей, так как те содержат по-моему ""кафетин"" или ""кафеин"", уж не знаю.",0,0,1,0,0,ADR[1],594098,7,0.056541748344898224,0.054270125925540924,0.12902508676052094,0.41135138273239136,0.4361058175563812
"Так что принимая эти свечи следите за ребеночком, если он склонен к диатезу.",0,0,1,0,0,ADR[6],594098,9,0.05259952321648598,0.05292603000998497,0.18668809533119202,0.40220439434051514,0.29389891028404236
Если появились признаки крапивницы прекращайте применение и обращайтесь к своему лечащему врачу.,0,0,1,0,0,ADR[4],594098,10,0.01007421500980854,0.012648503296077251,0.12860450148582458,0.4654836654663086,0.15214747190475464
Общее впечатление : может начаться аллергия RATING 3 NOTE,0,0,1,0,0,ADR[3],594098,11,0.024210866540670395,0.024672668427228928,0.1989215612411499,0.3651675283908844,0.20233610272407532
Я поставила ее вечером.,0,0,0,0,0,NEUTRAL,594098,3,0.013696902431547642,0.014085019007325172,0.2465667724609375,0.24585390090942383,0.1124301552772522
Очень эффективное средство при лечении простуды и гриппа!,0,0,0,1,0,DI[4],587207,1,0.0228122491389513,0.024941151961684227,0.15789130330085754,0.43469497561454773,0.2014491707086563
"В состав входит римантадин-иммуномодулятор, что помогает по сравнению с остальными порошками от простуды на много эффективнее.",1,0,0,1,0,EF[5]|DI[6],587207,3,0.06200103461742401,0.0632629543542862,0.19056436419487,0.41291794180870056,0.3078986704349518
"Парацетамол снимет жар и головную боль, а аскорбиновая кислота-это витамин.",0,0,0,1,0,DI[2],587207,4,0.01855599880218506,0.022305654361844063,0.13627862930297852,0.4855909049510956,0.2139705866575241
"Если вам нужно быстрое выздоровление, то этот препарат поможет вам бытро и эффективно!",1,0,0,0,0,EF[3],587207,6,0.02668391913175583,0.028660260140895844,0.44871142506599426,0.2351679503917694,0.12978611886501312
Общее впечатление : эффективное средство!,1,0,0,0,0,EF[1],587207,7,0.07733982056379318,0.08226489275693893,0.5078412294387817,0.27398407459259033,0.1965131163597107
Снимает симптомы и борется с вирусами.,0,0,0,0,0,NEUTRAL,587207,2,0.017597537487745285,0.02136812172830105,0.14532452821731567,0.4158996641635895,0.17467230558395386
"Так случилась, во время беременности простудилась.",0,0,0,1,0,DI[1],2410110,1,0.05101810395717621,0.055059272795915604,0.3100259006023407,0.36481973528862,0.23698940873146057
"Нос заложило, кашель, поднялась высокая температура.",0,0,0,1,0,DI[4],2410110,2,0.018467234447598457,0.024702468886971474,0.2672056555747986,0.465231716632843,0.1334601193666458
"Не секрет, что вынашивания малыша пить какие либо препараты от простуды запрещено особенно на ранних сроках.",0,0,0,1,0,DI[3],2410110,3,0.10843128710985184,0.11161059886217117,0.3133610785007477,0.39852744340896606,0.3389378786087036
"Нос не дышал, дышать было трудно воздуха катастрофически не хватало.",0,0,0,1,0,DI[6],2410110,7,0.022806333377957344,0.02998739294707775,0.5705273747444153,0.2850798964500427,0.10810481011867523
"Фармацевт посоветовала спрей Гриппферон, уверяла что очень эффективное средство способствует профилактике и лечению гриппа и ОРВИ.",0,0,0,1,0,DI[5],2410110,9,0.061561960726976395,0.06089427322149277,0.16237758100032806,0.4365446865558624,0.347265362739563
"Распыляла его в нос течении четырех дней, результата на меня не какого не оказал, слизистая еще больше раздражалось.",0,0,1,0,0,ADR[2],2410110,13,0.09954648464918137,0.10844776034355164,0.3574034571647644,0.38701778650283813,0.28375229239463806
Но и они оказались мало эффективными.,0,0,0,0,0,NEUTRAL,2410110,6,0.0811736136674881,0.08258847892284393,0.2853434979915619,0.3624347150325775,0.27615347504615784
"У меня или особенность организма такая, или сказывается нехватка витаминов, но весной я болею простудой чаще, чем в любое другое время года.",0,0,0,1,0,DI[6],822369,1,0.12328705191612244,0.12352705746889114,0.34522441029548645,0.37066563963890076,0.36910057067871094
"Запасаюсь и таблетками, у меня уже есть хорошее средство от гриппа и ОРВИ, проверенное с прошлого года.",1,0,0,1,0,EF[8]|DI[4],822369,3,0.05608552694320679,0.056276269257068634,0.2815597355365753,0.3641751706600189,0.2708562910556793
"Таблетки ""Эргоферона"" кроме лечебного эффекта, являются отличным профилактическим средством.",1,0,0,0,1,EF[1]|Finding[7],822369,9,0.0629078671336174,0.06093159690499306,0.1935577541589737,0.40078577399253845,0.30786585807800293
"И не только от вирусов гриппа, но и герпеса.",0,0,0,1,1,DI[2]|Finding[9],822369,10,0.01813604310154915,0.022295331582427025,0.1155296117067337,0.5790079832077026,0.21827606856822968
"По показаниям помогает и при кишечных инфекциях, менингите.",1,0,0,0,1,EF[5]|Finding[10],822369,11,0.03892630338668823,0.04529854282736778,0.15486769378185272,0.516828179359436,0.24535250663757324
"Препарат ""Эргоферон"" эффективен, но и цена приличная.",1,0,0,0,0,EF[3],822369,12,0.027895577251911163,0.028618793934583664,0.10217856615781784,0.43984538316726685,0.2921689450740814
"Общее впечатление : Удобно и эффективно, особенно весной RATING 4 NOTE",0,0,0,0,0,NEUTRAL,822369,15,0.0032516908831894398,0.003375750733539462,0.6277761459350586,0.08232332020998001,0.037274785339832306
у ребенка после 3 укола начались бесконечные обструктивные бронхиты.,0,0,1,0,0,ADR[1],822705,1,0.025171006098389626,0.031209688633680344,0.19731144607067108,0.48974859714508057,0.17991997301578522
Ребенок периодически задыхается.,0,0,1,0,0,ADR[3],822705,2,0.0361475832760334,0.042515117675065994,0.29445159435272217,0.432010293006897,0.199931800365448
Развилась аллергия почти на все группы аллергенов.,0,0,1,0,0,ADR[2],822705,3,0.03783508390188217,0.04139463230967522,0.23084428906440735,0.44598084688186646,0.21752339601516724
Общее впечатление : плохой RATING 1 NOTE,0,0,0,0,0,NEUTRAL,822705,9,0.0604836642742157,0.056689079850912094,0.2168986052274704,0.3451050817966461,0.30228176712989807
"Назначили ликопид после очень затяжной болезни, из-за пониженного иммунитета, с хроническим тонзилитом.",0,0,0,1,0,DI[3],1607970,1,0.02603420615196228,0.02871921844780445,0.11209829896688461,0.5042885541915894,0.25540125370025635
"Через 2 часа начались дикие боли и ломота в позвоночнике, сидеть очень больно, разболелся живот, пью первый день и больше не хочу такого.",0,0,1,0,0,ADR[4],1607970,4,0.04757136479020119,0.05404192581772804,0.3967176377773285,0.42852383852005005,0.22250425815582275
"Позвонила лечащему врачу, описала ситуацию - сказали больше не принимать т, к он может давать аллергическую реакцию.",0,0,0,0,1,Finding[2],1607970,5,0.06558407098054886,0.06934229284524918,0.25846928358078003,0.40453532338142395,0.29674068093299866
"Посоветовали попить тавегил, но я не понимаю при чем тут он и как он может снять боль в спине.",0,0,1,0,0,ADR[1],1607970,6,0.0308797936886549,0.035463083535432816,0.19404347240924835,0.4464658200740814,0.24702176451683044
"Решила начать принимать по 1 мг, а не сразу 10, т. к. многие пишут про побочку.",0,0,0,0,0,NEUTRAL,1607970,2,0.05009907856583595,0.04852987453341484,0.1985190212726593,0.37209412455558777,0.28616535663604736
"Заболел ларинготрахеитом, спустя 10 дней болезни я начала давать ему ликопид, и сама начала его принимать в дозировке 1 мг.",0,0,0,1,0,DI[1],2673885,2,0.03243410214781761,0.035228800028562546,0.11754327267408371,0.4908890724182129,0.3098296821117401
У ребенка на 6-ой день поднялась температура 39!,0,0,0,1,0,DI[2],2673885,3,0.012939832173287868,0.014562686905264854,0.16625277698040009,0.40164437890052795,0.16015659272670746
"Посоветовавшись с педиатром, я сразу отменила ребенку этот препарат, на следующий день температура 40, после осмотра врача- диагноз - гнойная ангина (( принимали антибиотик 5 дней и все прошло... Непонятно, то ли этот препарат дал такую побочку, так как ребенок сидел дома и никуда не выходил- с больными не контактрировал.",0,0,0,1,0,DI[3],2673885,4,0.036899320781230927,0.03542286530137062,0.17001044750213623,0.37064093351364136,0.3464353084564209
Ребенок (4 года) с переходом в новый садик начал очень часто болеть.,0,0,0,0,0,NEUTRAL,2673885,1,0.03426315262913704,0.04159976914525032,0.2064216136932373,0.4727343022823334,0.20087450742721558
Он не является панацеей от всех симптомв простуды.,0,0,0,1,0,DI[1],635587,3,0.035467568784952164,0.03809263929724693,0.18496665358543396,0.39688992500305176,0.21254637837409973
"Лично у меня он сбивает температуру, убирает ломоту в костях, облегчает боль в горле, и снимает немного насморк.",1,0,0,1,0,EF[5]|DI[2],635587,4,0.11460743844509125,0.12027005106210709,0.42133694887161255,0.37603485584259033,0.2832854688167572
Лично мне Антигриппин помог за 2 дня встать на ноги.,1,0,0,0,0,EF[4],635587,7,0.020925601944327354,0.022991321980953217,0.2960856258869171,0.3169809877872467,0.13224582374095917
"Но при этом, никто не отменяет применение других лекарств для устранения насморка и боли в горле.",0,0,0,1,0,DI[3],635587,8,0.02268744632601738,0.024662131443619728,0.22115562856197357,0.33757972717285156,0.164591446518898
"Мой муж тоже подхватил какой-то вирус, принимал 2 дня и также поправился.",1,0,0,0,0,EF[6],635587,9,0.06834596395492554,0.07057876139879227,0.2509121000766754,0.3930974304676056,0.3136923611164093
Тогда будет все хорошо.,0,0,0,0,0,NEUTRAL,635587,6,0.0025850737001746893,0.002676655538380146,0.787825345993042,0.042586036026477814,0.028851499781012535
Одним из симптомов моего заболевания-с 5 лет упорная бессонница.,0,0,0,1,0,DI[3],2702457,2,0.04396175965666771,0.054885078221559525,0.5031176805496216,0.4164128601551056,0.16298793256282806
Не мог засыпать сутками.,0,0,0,1,0,DI[4],2702457,3,0.004502280615270138,0.005814629141241312,0.8999047875404358,0.09258381277322769,0.029969798400998116
Не помогали ни бензодиазепины ни сонапакс ни галоперидол ни трифтазин.,0,1,0,0,0,INF[5],2702457,4,0.014352583326399326,0.018070770427584648,0.09851576387882233,0.5943387746810913,0.2354501634836197
И лишь только азалептин-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин.,1,0,0,1,0,EF[1]|DI[2],2702457,6,0.010098787024617195,0.012243467383086681,0.10895585268735886,0.5159721970558167,0.18855705857276917
Аминазин помогал но от него сильно много побочных.,0,0,0,0,0,NEUTRAL,2702457,5,0.00930713675916195,0.010985642671585083,0.0624774768948555,0.5336747765541077,0.22602736949920654
Лечить ею депрессивные состояния это всё равно что лечить грипп витаминами.,0,0,0,1,1,DI[3]|Finding[2],579743,2,0.016920916736125946,0.02382211945950985,0.15056642889976501,0.5494202375411987,0.20578105747699738
"В результате понял, что это не медикаментозный препарат, а банальная биодобавка, от которой толку как с козла молока :) Понял это по НУЛЕВОМУ результату лечения.",0,1,0,0,0,INF[1],579743,4,0.10127648711204529,0.10858291387557983,0.30164778232574463,0.4251660704612732,0.3183552920818329
